causa,nivel,justificacion_medica,cie10,confianza,frecuencia,pct_cobertura,origen
OTROS DESGARROS (NO TRAUMÁTICOS) DEL MÚSCULO,2,"Ruptura muscular espontánea requiere evaluación ortopédica, inmovilización y posible cirugía",M62.1,alta,513.0,0.0109,sample_1000
"TERMINACION DEL EMBARAZO, QUE AFECTA AL FETO Y AL RECIEN NACIDO",2,Complicación neonatal por interrupción del embarazo requiere valoración pediátrica especializada,P96.4,alta,511.0,0.0108,sample_1000
HEMORRAGIA SUBARACNOIDEA DE SIFÓN Y BIFURCACIÓN CAROTÍDEA,3,"Sangrado intracraneal requiere neurocirugía de alta especialidad, UCI y monitoreo intensivo",I60.0,alta,504.0,0.0107,sample_1000
VÁRICES ESOFÁGICAS CON HEMORRAGIA,3,"Emergencia gastrointestinal grave que requiere UCI, endoscopia urgente y transfusión",I85.0,alta,479.0,0.0102,sample_1000
TUMOR MALIGNO DEL COLON DESCENDENTE,3,Cáncer colorrectal que requiere cirugía oncológica mayor y tratamiento multidisciplinario,C18.6,alta,477.0,0.0101,sample_1000
ENTESOPATÍA VERTEBRAL,2,Patología musculoesquelética espinal que puede requerir cirugía o manejo hospitalario,M46.0,alta,477.0,0.0101,sample_1000
ESTRABISMO CONCOMITANTE CONVERGENTE,2,Trastorno ocular que puede requerir cirugía oftalmológica programada,H50.0,alta,473.0,0.01,sample_1000
TIROTOXICOSIS [HIPERTIROIDISMO],2,"Hipertiroidismo requiere manejo endocrinológico especializado, medicación y posible tratamiento definitivo",E05.9,alta,463.0,0.0098,sample_1000
CONJUNTIVITIS MUCOPURULENTA,1,Infección ocular manejable ambulatoriamente con antibióticos tópicos,H10.0,alta,461.0,0.0098,sample_1000
"ARTRITIS, NO ESPECIFICADA",1,Proceso inflamatorio articular manejable ambulatoriamente con antiinflamatorios y seguimiento reumatológico,M13.9,alta,455.0,0.0097,sample_1000
"DISECCIÓN DE ARTERIAS CEREBRALES, SIN RUPTURA",3,Disección arterial cerebral requiere neurología/neurocirugía de alta especialidad y anticoagulación,I67.0,alta,449.0,0.0095,sample_1000
SÍNDROME DE CEFALEA EN RACIMOS,1,Cefalea primaria severa pero manejable ambulatoriamente con tratamiento neurológico especializado,G44.0,alta,448.0,0.0095,sample_1000
"LEUCEMIA AGUDA, CÉLULAS DE TIPO NO ESPECIFICADO",3,"Cáncer hematológico agudo requiere hematología/oncología de alta especialidad, quimioterapia y hospitalización",C95.0,alta,444.0,0.0094,sample_1000
SARCOMA MIELOIDE,3,Neoplasia hematológica maligna requiere hematología/oncología de alta especialidad y quimioterapia,C92.3,alta,423.0,0.009,sample_1000
TRASTORNOS INFLAMATORIOS DE LA MAMA,2,"Mastitis o absceso mamario requiere evaluación quirúrgica, antibióticos y posible drenaje",N61,alta,417.0,0.0088,sample_1000
CONTUSIÓN DE DEDO(S) DEL PIE CON DAÑO DE LA(S) UÑA(S),1,Contusión menor manejable ambulatoriamente con analgésicos y cuidados locales,S90.2,alta,416.0,0.0088,sample_1000
ENCEFALITIS AGUDA DISEMINADA,3,Infección del SNC grave que requiere UCI neurológica y manejo intensivo,G04.0,alta,407.0,0.0086,sample_1000
OTROS SÍNTOMAS Y SIGNOS GENERALES ESPECIFICADOS,1,Síntomas generales requieren evaluación ambulatoria para determinar etiología,R68.8,baja,404.0,0.0086,sample_1000
OTRAS DEFORMIDADES (ADQUIRIDAS) DEL (DE LOS) DEDO(S) DEL PIE,1,Deformidades podálicas manejables con ortopedia ambulatoria o cirugía menor programada,M20.5,alta,392.0,0.0083,sample_1000
OTROS TRAUMATISMOS ESPECIFICADOS DE LA MUÑECA Y DE LA MANO,2,Trauma que puede requerir cirugía ortopédica y hospitalización,S69.8,media,390.0,0.0083,sample_1000
LESIÓN DEL NERVIO CUBITAL,2,Neuropatía que puede requerir cirugía de descompresión nerviosa programada,S54.0,alta,388.0,0.0082,sample_1000
"TRASTORNO SINOVIAL Y TENDINOSO, NO ESPECIFICADO",1,Patología de tejidos blandos periarticulares manejable ambulatoriamente con fisioterapia,M67.9,media,383.0,0.0081,sample_1000
"DEFORMIDAD EN VARO, NO CLASIFICADA EN OTRA PARTE",2,Deformidad angular de extremidades puede requerir ortopedia especializada o cirugía correctiva,M21.1,alta,383.0,0.0081,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LA MAMA,2,Trauma mamario requiere evaluación quirúrgica especializada y estudios de imagen,S20.0,media,365.0,0.0077,sample_1000
FÍSTULA DE LA URETRA,2,Patología urológica que requiere cirugía reconstructiva programada,N36.0,alta,359.0,0.0076,sample_1000
ESGUINCES Y TORCEDURAS DE LA MUÐECA,1,Lesión menor de tejidos blandos manejable ambulatoriamente con inmovilización y analgésicos,S63.5,alta,349.0,0.0074,sample_1000
OTRAS ESTRECHECES URETRALES,2,Estenosis uretral que requiere procedimiento urológico programado o repetido,N35.8,alta,346.0,0.0073,sample_1000
OTRA HIPERLIPIDEMIA,1,"Dislipidemia manejable ambulatoriamente con dieta, estatinas y seguimiento",E78.4,alta,342.0,0.0073,sample_1000
"AGRESIÓN CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, VIVIENDA",3,"Trauma por arma de fuego requiere atención de emergencia, cirugía urgente y manejo en UCI",X95.9,alta,335.0,0.0071,sample_1000
OCLUSIÓN Y ESTENOSIS DE ARTERIA CARÓTIDA,3,Enfermedad cerebrovascular grave requiere neurología/cirugía vascular de alta especialidad,I65.2,alta,333.0,0.0071,sample_1000
OTRAS ENFERMEDADES ESPECIFICADAS DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS,2,Trastorno hematológico que requiere estudio y manejo especializado,D75.8,media,333.0,0.0071,sample_1000
BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO,1,"Infección respiratoria viral manejable ambulatoriamente, salvo lactantes que pueden requerir hospitalización",J20.5,alta,331.0,0.007,sample_1000
TRAUMATISMOS MÚLTIPLES DE LA CABEZA,3,Politraumatismo craneal grave que requiere UCI neurológica y manejo intensivo,S09.7,alta,328.0,0.007,sample_1000
"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE SEGUNDO GRADO",2,"Quemadura de segundo grado requiere manejo especializado, curaciones y posible hospitalización",T23.2,alta,323.0,0.0069,sample_1000
"ENFERMEDAD INFLAMATORIA DEL HÍGADO, NO ESPECIFICADA",2,Hepatopatía inflamatoria requiere seguimiento gastroenterológico especializado,K75.9,alta,322.0,0.0068,sample_1000
"TIROIDITIS, NO ESPECIFICADA",1,Proceso inflamatorio tiroideo manejable ambulatoriamente con medicación y monitoreo hormonal,E06.9,alta,322.0,0.0068,sample_1000
SÍNDROMES EPILÉPTICOS ESPECIALES,2,"Epilepsia especial requiere neurología especializada, estudios neurofisiológicos y manejo farmacológico",G40.5,alta,316.0,0.0067,sample_1000
CÁLCULO DE LAS VÍAS URINARIAS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,Litiasis urinaria que puede requerir procedimiento urológico programado o de urgencia,N22.8,alta,312.0,0.0066,sample_1000
TUMOR MALIGNO DEL CORAZÓN,3,"Cáncer cardíaco primario requiere oncología/cardiología de alta especialidad, cirugía y quimioterapia",C38.0,alta,311.0,0.0066,sample_1000
GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPÉTICA,1,Infección viral orofaríngea manejable ambulatoriamente con antivirales,B00.2,alta,311.0,0.0066,sample_1000
FRACTURA DEL ACETÁBULO,2,Fractura pélvica que requiere cirugía ortopédica y hospitalización,S32.4,alta,310.0,0.0066,sample_1000
OTROS TRAUMATISMOS SUPERFICIALES DE LA MUÑECA Y DE LA MANO,1,Lesiones menores de tejidos superficiales manejables ambulatoriamente,S60.8,alta,309.0,0.0066,sample_1000
CONCUSIÓN Y EDEMA DE LA MÉDULA ESPINAL LUMBAR,3,Trauma medular grave que requiere UCI neurológica y manejo neuroquirúrgico,S34.1,alta,300.0,0.0064,sample_1000
"ESCOLIOSIS, NO ESPECIFICADA",2,"Escoliosis puede requerir tratamiento ortopédico, fisioterapia especializada o cirugía programada según severidad",M41.9,media,298.0,0.0063,sample_1000
PÓLIPO DE LA CAVIDAD NASAL,1,Pólipo nasal manejable con cirugía otorrinolaringológica ambulatoria o endoscópica,J33.0,alta,293.0,0.0062,sample_1000
PARÁLISIS DE LAS CUERDAS VOCALES Y DE LA LARINGE,2,"Parálisis laríngea requiere evaluación otorrinolaringológica especializada, posible cirugía o terapia",J38.0,alta,292.0,0.0062,sample_1000
HIDRADENITIS SUPURATIVA,2,Infección cutánea crónica que puede requerir drenaje quirúrgico y hospitalización,L73.2,alta,289.0,0.0061,sample_1000
"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",1,Tumor benigno de partes blandas manejable con escisión ambulatoria,D21.1,alta,282.0,0.006,sample_1000
INSUFICIENCIA CARDIACA,3,"Falla cardíaca requiere hospitalización, manejo especializado y monitoreo hemodinámico",I50.9,alta,282.0,0.006,sample_1000
ICTERICIA NEONATAL ASOCIADA CON EL PARTO ANTES DE TÉRMINO,2,Hiperbilirrubinemia neonatal en prematuro requiere hospitalización y fototerapia intensiva,P59.0,alta,279.0,0.0059,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,2,Lesión oral que puede requerir cirugía maxilofacial,C06.8,media,269.0,0.0057,sample_1000
OTRAS ENTERITIS VIRALES,1,Gastroenteritis viral manejable ambulatoriamente con hidratación oral,A08.4,alta,263.0,0.0056,sample_1000
"ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",3,Patología desmielinizante (tipo esclerosis múltiple) requiere neurología de alta especialidad,G37.9,alta,260.0,0.0055,sample_1000
PLACENTA PREVIA CON HEMORRAGIA,3,"Emergencia obstétrica que requiere UCI, cesárea de urgencia y transfusión",O44.1,alta,258.0,0.0055,sample_1000
ABSCESO RECTAL,2,Absceso anorrectal requiere drenaje quirúrgico y antibioticoterapia,K61.1,alta,258.0,0.0055,sample_1000
HIPERHIDROSIS LOCALIZADA,1,Trastorno sudomotor manejable ambulatoriamente con tratamiento tópico o toxina botulínica,L74.5,alta,256.0,0.0054,sample_1000
"RIÑÓN POLIQUÍSTICO, AUTOSÓMICO DOMINANTE",3,Enfermedad renal genética progresiva requiere seguimiento nefrológico de alta especialidad,Q61.2,alta,252.0,0.0053,sample_1000
TUMOR BENIGNO DE LA GLÁNDULA PARATIROIDES,2,Tumor endocrinológico que requiere cirugía especializada programada,D35.1,alta,248.0,0.0053,sample_1000
SINDROME POSTFLEBITICO,2,Complicación de trombosis venosa profunda que requiere manejo especializado vascular,I87.0,alta,248.0,0.0053,sample_1000
PUBERTAD RETARDADA,1,Trastorno endocrinológico generalmente manejable ambulatoriamente,E30.0,alta,242.0,0.0051,sample_1000
"HEPATITIS CRÓNICA, NO ESPECIFICADA",2,Inflamación hepática crónica requiere seguimiento gastroenterológico especializado y estudios de función hepática,K73.9,alta,235.0,0.005,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DE LA VEJIGA,2,Patología vesical requiere evaluación urológica especializada,N32.8,media,231.0,0.0049,sample_1000
TUMOR BENIGNO DE LOS TESTÍCULOS,2,"Masa testicular requiere evaluación urológica especializada, estudios de imagen y probable cirugía",D29.2,alta,226.0,0.0048,sample_1000
"OTROS QUISTES DE LA REGIÓN BUCAL, NO CLASIFICADOS EN OTRA PARTE",1,Quistes orales manejables con cirugía maxilofacial ambulatoria,K09.8,alta,222.0,0.0047,sample_1000
OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO,1,Trastorno del neurodesarrollo que requiere terapia conductual y seguimiento psiquiátrico ambulatorio,F84.8,alta,222.0,0.0047,sample_1000
"OTRAS ENFERMEDADES INFLAMATORIAS DEL HÍGADO, ESPECIFICADAS",2,Hepatopatía inflamatoria requiere seguimiento gastroenterológico especializado,K75.8,alta,222.0,0.0047,sample_1000
OTROS TRASTORNOS DEL PULMÓN,2,Patología pulmonar no especificada requiere evaluación neumológica especializada,J98.4,media,222.0,0.0047,sample_1000
"RIÑÓN POLIQUÍSTICO, TIPO NO ESPECIFICADO",3,Enfermedad renal genética progresiva requiere seguimiento nefrológico de alta especialidad,Q61.3,alta,217.0,0.0046,sample_1000
"HIPERPARATIROIDISMO, SIN OTRA ESPECIFICACIÓN",2,Trastorno endocrino que requiere estudios especializados y posible paratiroidectomía,E21.3,alta,217.0,0.0046,sample_1000
"TRASTORNOS RELACIONADOS CON DURACION CORTA DE LA GESTACION Y CON BAJO PESO AL NACER, NO CLASIFICADOS EN OTRA PARTE",3,"Prematuridad y bajo peso requieren UCIN, soporte respiratorio y monitoreo intensivo neonatal",P07.3,alta,216.0,0.0046,sample_1000
"CHOQUE ANAFILÁCTICO, NO ESPECIFICADO",3,"Reacción alérgica grave requiere atención de emergencia, UCI y manejo intensivo",T78.2,alta,214.0,0.0045,sample_1000
OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VÍAS BILIARES,2,Enfermedad biliar requiere evaluación gastroenterológica/quirúrgica especializada,K83.8,alta,209.0,0.0044,sample_1000
HEMORRAGIA SUBARACNOIDEA TRAUMÁTICA,3,"Sangrado intracraneal postraumático requiere atención en UCI, neurocirugía y monitoreo intensivo",S06.6,alta,208.0,0.0044,sample_1000
HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA,2,Hernia abdominal no complicada que requiere reparación quirúrgica programada,K43.9,alta,208.0,0.0044,sample_1000
"CUERPO EXTRAÑO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA",2,Cuerpo extraño gastrointestinal puede requerir endoscopia urgente o cirugía,T18.9,alta,207.0,0.0044,sample_1000
"COMPLICACIÓN RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA",2,Complicación obstétrica requiere evaluación y manejo especializado,O26.9,media,206.0,0.0044,sample_1000
DISNEA,1,Síntoma de dificultad respiratoria que requiere evaluación ambulatoria para determinar causa,R06.0,media,206.0,0.0044,sample_1000
TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,1,Tumor cutáneo benigno manejable con escisión dermatológica ambulatoria,D23.4,alta,198.0,0.0042,sample_1000
NEUROPATÍA AUTÓNOMA PERIFÉRICA IDIOPÁTICA,2,Neuropatía del sistema nervioso autónomo requiere neurología especializada,G90.0,alta,198.0,0.0042,sample_1000
DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DE LA MANO Y DEL PIE,2,Deformidad que puede requerir cirugía ortopédica reconstructiva programada,M20.0,media,198.0,0.0042,sample_1000
"QUEMADURA DE LA CABEZA Y DEL CUELLO, GRADO NO ESPECIFICADO",2,"Quemadura cráneo-cervical requiere manejo especializado, evaluación de vía aérea",T20.0,alta,194.0,0.0041,sample_1000
"FRACTURA DEL CRÁNEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",3,"Trauma craneoencefálico requiere atención de emergencia, neurocirugía y hospitalización",S02.9,alta,191.0,0.0041,sample_1000
HIDROPESÍA DE LA VESÍCULA BILIAR,2,"Distensión vesicular que requiere evaluación quirúrgica, probable colecistectomía programada",K82.1,alta,188.0,0.004,sample_1000
MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL,3,"Cáncer de piel agresivo requiere oncología de alta especialidad, cirugía amplia y quimioterapia",C43.8,alta,183.0,0.0039,sample_1000
TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA,3,"Cáncer de mama requiere oncología de alta especialidad, cirugía, quimioterapia y radioterapia",C50.5,alta,182.0,0.0039,sample_1000
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO",3,"Tumor de comportamiento incierto requiere seguimiento oncológico especializado, estudios de imagen avanzados y posible biopsia en alta especialidad",D38.1,alta,179.0,0.0038,sample_1000
PULPITIS,1,Inflamación dental manejable ambulatoriamente con endodoncia,K04.0,alta,179.0,0.0038,sample_1000
OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS,1,Tumores benignos de partes blandas manejables con escisión ambulatoria o seguimiento,D21.9,media,178.0,0.0038,sample_1000
OTRAS CISTITIS CRÓNICAS,1,Infección urinaria crónica manejable ambulatoriamente con antibióticos y seguimiento urológico,N30.8,alta,173.0,0.0037,sample_1000
HERIDAS DE OTRAS PARTES DE LA MUÐECA Y DE LA MANO,2,"Herida profunda requiere evaluación quirúrgica, sutura y valoración neurovascular",S61.8,alta,172.0,0.0036,sample_1000
ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA),2,Cardiopatía hipertensiva requiere seguimiento cardiológico especializado y control estricto de presión,I11.9,alta,171.0,0.0036,sample_1000
VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACIÓN,2,"Varicoflebitis requiere manejo vascular especializado, posible anticoagulación",I83.1,alta,171.0,0.0036,sample_1000
QUISTE ÓSEO SOLITARIO,2,Lesión ósea benigna que puede requerir seguimiento ortopédico o cirugía programada,M85.4,alta,168.0,0.0036,sample_1000
OTROS TRASTORNOS DE LA PUBERTAD,1,Alteraciones del desarrollo puberal manejables ambulatoriamente con endocrinología pediátrica,E30.8,alta,162.0,0.0034,sample_1000
"OTRAS DEFORMIDADES CONGÉNITAS DEL CRÁNEO, DE LA CARA Y DE LA MANDÍBULA",2,Malformaciones craneofaciales que pueden requerir cirugía reconstructiva programada en alta especialidad,Q67.4,media,162.0,0.0034,sample_1000
"ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE",3,"Infección del sistema nervioso central requiere UCI, neurología y antibioticoterapia intravenosa",G05.8,alta,160.0,0.0034,sample_1000
PIE PLANO CONGÉNITO,1,Deformidad podológica generalmente manejable ambulatoriamente con ortesis,Q66.5,alta,160.0,0.0034,sample_1000
DISPLASIA MAMARIA BENIGNA,1,Cambios fibroquísticos benignos de mama manejables ambulatoriamente con seguimiento clínico,N60.9,alta,159.0,0.0034,sample_1000
VÁRICES EN OTROS SITIOS ESPECIFICADOS,1,Várices atípicas manejables ambulatoriamente con cirugía vascular menor o escleroterapia,I86.8,alta,156.0,0.0033,sample_1000
TRASTORNO ESPECÍFICO DEL DESARROLLO DE LA FUNCIÓN MOTRIZ,1,Trastorno del neurodesarrollo que requiere terapia física y ocupacional ambulatoria,F82,alta,156.0,0.0033,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DEL OJO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,Trastornos oculares secundarios que requieren evaluación oftalmológica especializada y posible tratamiento hospitalario,H58.8,media,154.0,0.0033,sample_1000
ENFERMEDADES DE LOS VASOS CAPILARES,1,Patología microvascular manejable ambulatoriamente con seguimiento,I78.9,media,153.0,0.0032,sample_1000
TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DEL PIE Y DEL TOBILLO,2,Politraumatismo que requiere cirugía reparadora y hospitalización,S96.7,alta,150.0,0.0032,sample_1000
ECZEMA HERPÉTICO,2,Infección cutánea viral grave que puede requerir hospitalización para antivirales IV,B00.0,alta,148.0,0.0031,sample_1000
OTRAS FORMAS DE ESCLEROSIS SISTÉMICA,3,Enfermedad autoinmune sistémica requiere manejo reumatológico de alta especialidad,M34.8,alta,143.0,0.003,sample_1000
OTRO SÍNDROME DE INTESTINO IRRITABLE Y EL NO ESPECIFICADO,1,Trastorno funcional gastrointestinal manejable ambulatoriamente con dieta y medicación,K58.9,alta,140.0,0.003,sample_1000
QUISTE TRICODÉRMICO,1,Lesión cutánea benigna que puede requerir escisión ambulatoria menor,L72.1,alta,139.0,0.0029,sample_1000
TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN LA CABEZA CON EL CUELLO,3,"Politraumatismo craneoencefálico requiere atención de emergencia, UCI y cirugía",S17.8,alta,138.0,0.0029,sample_1000
TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO,1,Trastorno del espectro autista que requiere terapia conductual y seguimiento psiquiátrico ambulatorio,F84.9,alta,137.0,0.0029,sample_1000
HIPEREMESIS GRAVÍDICA LEVE,1,Náusea y vómito excesivo del embarazo leve manejable ambulatoriamente con hidratación y antieméticos,O21.0,alta,136.0,0.0029,sample_1000
CAIDA NO ESPECIFICADA,1,Caída simple sin especificación requiere evaluación ambulatoria de lesiones,W19,media,134.0,0.0028,sample_1000
HERIDA DE OTRAS PARTES DEL ANTEBRAZO,2,"Herida profunda de antebrazo requiere evaluación quirúrgica, sutura y valoración neurovascular",S51.8,alta,132.0,0.0028,sample_1000
