causa,nivel,frecuencia,nivel_probabilidad,origen
CATARATA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,199.0,0.8,claude
"MOTOCICLISTA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",2,199.0,0.8,claude
TRAUMATISMO DE RAÍZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA,2,198.0,0.8,claude
DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DE LA MANO Y DEL PIE,2,198.0,1.0,manual
ÚLCERA DEL ESÓFAGO,2,198.0,0.8,claude
DISENTERÍA AMEBIANA AGUDA,1,198.0,0.8,claude
NEUROPATÍA AUTÓNOMA PERIFÉRICA IDIOPÁTICA,2,198.0,1.0,manual
OTRAS DEFORMIDADES DE LA CÓRNEA,1,198.0,0.8,claude
PERFORACIÓN CENTRAL DE LA MEMBRANA TIMPÁNICA,2,198.0,0.8,claude
TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,1,198.0,1.0,manual
"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA",1,197.0,0.8,claude
CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS,3,197.0,0.8,claude
"OTROS TRASTORNOS NO INFLAMATORIOS DEL UTERO, EXCEPTO DEL CUELLO",1,197.0,0.8,claude
"EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS",3,197.0,0.8,claude
TRAUMATISMO SUPERFICIAL DEL ANTEBRAZO Y DEL CODO,1,197.0,0.8,claude
LEUCEMIA PROLINFOCÍTICA DE CÉLULA TIPO B,3,196.0,0.95,claude
"TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO",1,196.0,0.8,claude
ESPONDILÓLISIS,2,196.0,0.8,claude
OTROS TRASTORNOS PLACENTARIOS,2,196.0,0.8,claude
TUMOR BENIGNO DE LA VULVA,2,196.0,0.8,claude
QUEMADURA DE REGIÓN DEL CUERPO Y GRADO NO ESPECIFICADOS,2,196.0,0.8,claude
"ENFERMEDAD RENAL TUBULOINTERSTICIAL, NO ESPECIFICADA",2,195.0,0.8,claude
ISQUEMIA SILENTE DEL MIOCARDIO,2,195.0,0.8,claude
"MALFORMACIÓN CONGÉNITA DE LAS CÁMARAS CARDÍACAS Y SUS CONEXIONES, NO ESPECIFICADA",2,195.0,0.8,claude
PANCREATITIS AGUDA INDUCIDA POR ALCOHOL,2,195.0,0.95,claude
ANGINA DE PECHO CON ESPASMO DOCUMENTADO,2,195.0,0.8,claude
PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS NO ESPECIFICADAS,1,195.0,0.8,claude
EXCESO DE ESTRÓGENOS,1,195.0,0.8,claude
"GOTA, NO ESPECIFICADA",1,194.0,0.8,claude
CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,3,194.0,0.8,claude
HERPES ZOSTER CON OTRAS COMPLICACIONES,1,194.0,0.8,claude
OCLUSIÓN ARTERIAL TRANSITORIA DE LA RETINA,2,194.0,0.8,claude
OTRAS CISTITIS,1,194.0,0.8,claude
"QUEMADURA DE LA CABEZA Y DEL CUELLO, GRADO NO ESPECIFICADO",2,194.0,1.0,manual
"PERFORACIÓN DE LA MEMBRANA TIMPÁNICA, SIN OTRA ESPECIFICACIÓN",2,193.0,0.8,claude
"ESTRECHEZ URETRAL POSTINFECCIÓN, NO CLASIFICADA EN OTRA PARTE",2,193.0,0.8,claude
"SÍNDROME NEFRÓTICO, NO ESPECIFICADA",3,193.0,0.8,claude
ASMA MIXTA,1,193.0,0.8,claude
"HIPERBILIRUBINAEMIA CON MENCIÓN DE ICTERICIA, NO CLASIFICADO EN OTRA PARTE",1,193.0,0.8,claude
"TRASTORNO DEL METABOLISMO DE LOS CARBOHIDRATOS, NO ESPECIFICADO",1,193.0,0.8,claude
OTRAS INERCIAS UTERINAS,2,193.0,0.8,claude
"CAÍDA EN O DESDE ESCALERA Y ESCALONES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",2,193.0,0.8,claude
"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESOFAGO Y DEL ESTOMAGO",3,193.0,0.8,claude
OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,1,193.0,0.6,claude
MELANOMA IN SITU DEL LABIO,2,193.0,0.8,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PIEL,1,192.0,0.8,claude
OTRAS DERMATITIS ESPECIFICADAS,1,192.0,0.8,claude
PERITONITIS AGUDA,3,192.0,0.8,claude
"TRASTORNO NO INFECCIOSO DE VASOS Y GANGLIOS LINFÁTICOS, NO ESPECIFICADO",1,192.0,0.8,claude
BLEFARITIS,1,192.0,0.8,claude
TUMOR BENIGNO DE LA GLÁNDULA SUPRARRENAL,2,192.0,0.8,claude
"OTRAS CAÍDAS EN EL MISMO NIVEL, VIVIENDA",1,192.0,0.8,claude
TRAUMATISMOS MÚLTIPLES DEL HOMBRO Y DEL BRAZO,2,191.0,0.8,claude
"FRACTURA DEL CRÁNEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",3,191.0,1.0,manual
"OTRAS DIABETES MELLITUS ESPECIFICADAS, CON COMPLICACIONES OFTÁLMICAS",1,191.0,0.8,claude
"TUBERCULOSIS DEL PULMÓN, CONFIRMADA POR HALLAZGO MICROSCÓPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO",2,191.0,0.8,claude
TRAUMATISMOS SUPERFICIALES QUE AFECTAN MÚLTIPLES REGIONES DEL(OS) MIEMBRO(S) SUPERIOR(ES),1,190.0,0.8,claude
ESTENOSIS DEL CANAL NEURAL POR DISCO INTERVERTEBRAL,2,190.0,0.8,claude
ESTADOS ASOCIADOS CON MENOPAUSIA ARTIFICIAL,1,190.0,0.8,claude
"AGRESIÓN CON DISPARO DE ARMA CORTA, VIVIENDA",3,190.0,0.8,claude
POLICITEMIA VERA,3,189.0,0.8,claude
OTRAS PÚRPURAS NO TROMBOCITOPÉNICAS,1,189.0,0.8,claude
EFECTO ADVERSO NO ESPECIFICADO DE DROGA O MEDICAMENTO,1,189.0,0.8,claude
"INFECCIÓN VIRAL, NO ESPECIFICADA",1,189.0,0.8,claude
"TUMOR BENIGNO DEL ÚTERO, PARTE NO ESPECIFICADA",2,189.0,0.8,claude
HIDROPESÍA DE LA VESÍCULA BILIAR,2,188.0,1.0,manual
TRAUMATISMOS SUPERFICIALES QUE AFECTAN MÚLTIPLES REGIONES DEL(DE LOS) MIEMBRO(S) INFERIOR(ES),1,188.0,0.8,claude
ENCEFALITIS DEBIDA A HERPES ZOSTER,3,188.0,0.8,claude
QUERATOSIS ACTÍNICA,1,187.0,0.8,claude
ESCLEROSIS DIFUSA,3,187.0,0.8,claude
TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS,3,187.0,0.8,claude
OTROS TIPOS DE BLOQUEO AURICULOVENTRICULAR Y LOS NO ESPECIFICADOS,2,187.0,0.8,claude
ANEMIA SIDEROBLÁSTICA HEREDITARIA,2,187.0,0.8,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL INTESTINO DELGADO,2,187.0,0.8,claude
OTRAS INFECCIONES LOCALES ESPECIFICADAS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,1,186.0,0.8,claude
TRASTORNOS NUTRICIONALES Y METABÓLICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,186.0,0.8,claude
OTROS PÓLIPOS DE LOS SENOS PARANASALES,2,186.0,0.8,claude
OBSTRUCCIÓN DEL ESÓFAGO,2,186.0,0.8,claude
HERIDA DEL PENE,2,186.0,0.8,claude
ENFERMEDAD DE BEHCET,2,185.0,0.8,claude
"TRAUMATISMOS SUPERFICIALES QUE AFECTAN EL TÓRAX CON EL ABDOMEN, LA REGIÓN LUMBOSACRA Y LA PELVIS",1,185.0,0.8,claude
"INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO",3,185.0,0.95,claude
OTROS TIPOS DE DESPOLARIZACIÓN PREMATURA Y LOS NO ESPECIFICADOS,1,185.0,0.8,claude
OTRAS ANEMIAS POR DEFICIENCIA DE HIERRO,1,185.0,0.8,claude
HERIDA DE REGIÓN NO ESPECIFICADA DEL CUERPO,1,185.0,0.8,claude
OTRAS ARRITMIAS CARDIACAS,2,185.0,0.8,claude
TUMOR BENIGNO DEL CIEGO,2,185.0,0.8,claude
FRACTURA DE LA BASE DEL CRÁNEO,3,185.0,0.95,claude
OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS,2,185.0,0.8,claude
"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",2,184.0,0.8,claude
DIARREA FUNCIONAL,1,184.0,0.8,claude
DOLOR ABDOMINAL Y PELVICO,1,184.0,0.8,claude
RECTOSIGMOIDITIS (CRÓNICA) ULCERATIVA,2,184.0,0.8,claude
"FRACTURA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO",2,184.0,0.95,claude
MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,3,184.0,0.95,claude
OTRAS ENDOFTALMITIS,2,184.0,0.8,claude
MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL,3,183.0,1.0,manual
"TUMOR BENIGNO DEL ENCÉFALO, SUPRATENTORIAL",2,183.0,0.8,claude
OTROS SINTOMAS Y SIGNOS GENERALES,1,183.0,0.8,claude
FRACTURA PERTROCANTERIANA,2,183.0,0.95,claude
CUERPO EXTRAÑO EN LA CÓRNEA,1,183.0,0.8,claude
SÍNDROME HEMOLÍTICO-URÉMICO,3,183.0,0.95,claude
LINFADENITIS INESPECÍFICA NO ESPECIFICADA,1,183.0,0.8,claude
ATELECTASIA PRIMARIA DEL RECIÉN NACIDO,3,183.0,0.8,claude
FÍSTULA RECTAL,2,182.0,0.8,claude
"LUXACIONES, TORCEDURAS Y ESGUINCES QUE AFECTAN LA CABEZA CON EL CUELLO",2,182.0,0.8,claude
OTRAS BURSITIS DE LA CADERA,1,182.0,0.8,claude
TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,3,182.0,0.8,claude
AMPUTACIÓN TRAUMÁTICA DE DOS O MÁS DEDOS SOLAMENTE (COMPLETA) (PARCIAL),2,182.0,0.95,claude
DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN,1,182.0,0.8,claude
"ABORTO NO ESPECIFICADO INCOMPLETO, SIN COMPLICACIÓN",2,182.0,0.8,claude
TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA,3,182.0,1.0,manual
HIPOTIROIDISMO CONGÉNITO SIN BOCIO,1,181.0,0.8,claude
OSTEODISTROFIA RENAL,2,181.0,0.8,claude
"HERNIA FEMORAL BILATERAL, SIN OBSTRUCCIÓN NI GANGRENA",2,181.0,0.95,claude
HIDROCÉFALO OBSTRUCTIVO,3,181.0,0.8,claude
"ANEMIA APLÁSTICA, SIN OTRA ESPECIFICACIÓN",3,180.0,0.8,claude
"RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DENTRO DE LAS 24 HORAS",2,180.0,0.8,claude
MELANOMA MALIGNO DEL TRONCO,3,180.0,0.95,claude
NÓDULOS DE LAS CUERDAS VOCALES,2,180.0,0.8,claude
OTRAS ARTRITIS REUMATOIDEAS SEROPOSITIVAS,1,179.0,0.8,claude
ATEROSCLEROSIS DE OTRAS ARTERIAS,2,179.0,0.8,claude
ANEURISMA Y DISECCIÓN DE OTRAS ARTERIAS ESPECIFICADAS,3,179.0,0.8,claude
DENGUE SIN SIGNOS DE ALARMA,1,179.0,0.8,claude
COLESTEATOMA DEL OÍDO MEDIO,2,179.0,0.8,claude
QUEMADURAS QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,2,179.0,0.8,claude
MALFORMACIONES CONGÉNITAS DE OTRAS GLÁNDULAS ENDOCRINAS,1,179.0,0.8,claude
PULPITIS,1,179.0,1.0,manual
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO",3,179.0,1.0,manual
"TUMOR MALIGNO DEL LÓBULO MEDIO, BRONQUIO O PULMÓN",3,179.0,0.95,claude
LESIONES PAPILOMATOSAS MÚLTIPLES Y FRAMBESIA CON PASO DE CANGREJO,1,179.0,0.8,claude
"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIÓN POR MICOBACTERIAS",3,178.0,0.95,claude
OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS,1,178.0,1.0,manual
TUMOR MALIGNO DE LA COLA DEL PÁNCREAS,3,178.0,0.95,claude
TORSIÓN Y ESTRECHEZ DEL URÉTER SIN HIDRONEFROSIS,2,177.0,0.8,claude
TUBERCULOSIS DE LA COLUMNA VERTEBRAL,2,177.0,0.8,claude
OTRAS CARIES DENTALES,1,177.0,0.95,claude
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS DIGESTIVOS, SITIO NO ESPECIFICADO",2,177.0,0.8,claude
SÍNDROME DE ARNOLD-CHIARI,3,177.0,0.8,claude
CARCINOMA IN SITU DE LA UNIÓN RECTOSIGMOIDEA,3,177.0,0.8,claude
BURSITIS DEL OLÉCRANON,1,177.0,0.8,claude
OTROS TRASTORNOS DE LA CORNEA,1,177.0,0.8,claude
LINFOMA DE HODGKIN,3,176.0,0.95,claude
OTRAS INMUNODEFICIENCIAS CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS,2,176.0,0.8,claude
HERIDAS MÚLTIPLES DE LA CABEZA,2,176.0,0.8,claude
"OTRAS HEPATITIS CRÓNICAS, NO CLASIFICADAS EN OTRA PARTE",2,176.0,0.8,claude
"INFECCIÓN DEBIDA A SALMONELLA, NO ESPECIFICADA",1,176.0,0.8,claude
NEUMONÍA DEBIDA A HAEMOPHILUS INFLUENZAE,2,176.0,0.8,claude
"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, DE SEGUNDO GRADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",2,176.0,0.8,claude
"PEATÓN LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, ACCIDENTE NO DE TRÁNSITO",2,175.0,0.8,claude
FRACTURA DE REGIÓN NO ESPECIFICADA DEL CUERPO,2,175.0,0.8,claude
TUMOR MALIGNO DEL APÉNDICE,3,175.0,0.95,claude
OTRAS MALFORMACIONES CONGÉNITAS DE LA NARIZ,1,175.0,0.8,claude
INCOMPATIBILIDAD ABO DEL FETO Y DEL RECIÉN NACIDO,2,174.0,0.8,claude
"AGENESIA, APLASIA E HIPOPLASIA DE LA VESÍCULA BILIAR",2,174.0,0.8,claude
HEMORRAGIA SUBARACNOIDEA DE ARTERIA INTRACRANEAL NO ESPECIFICADA,3,174.0,0.95,claude
PÉRDIDA DE LÍQUIDO CEFALORRAQUÍDEO,2,174.0,0.8,claude
TRAUMATISMO INTRACRANEAL,3,174.0,0.8,claude
NEUMONÍA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,174.0,0.8,claude
HEMORRAGIA POSTPARTO SECUNDARIA O TARDÍA,2,174.0,0.8,claude
NEUROPATÍA PROGRESIVA IDIOPÁTICA,2,174.0,0.8,claude
DISFUNCION POLIGLANDULAR,2,174.0,0.8,claude
TRAUMATISMO DEL TENDÓN Y MÚSCULO DE LA CADERA,2,174.0,0.8,claude
TUMOR MALIGNO DEL BORDE DE LA LENGUA,3,174.0,0.95,claude
HIPOACUSIA SÚBITA IDIOPÁTICA,1,174.0,0.8,claude
TRAUMATISMO SUPERFICIAL NO ESPECIFICADO DEL HOMBRO Y DEL BRAZO,1,174.0,0.8,claude
"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS",3,173.0,0.8,claude
SINOVITIS CREPITANTE CRÓNICA DE LA MANO Y DE LA MUÑECA,1,173.0,0.8,claude
OTRAS DEFORMIDADES DEL HALLUX (ADQUIRIDAS),1,173.0,0.8,claude
"TRASTORNO DEL OJO Y SUS ANEXOS, NO ESPECIFICADO",1,173.0,0.6,claude
OTRAS CISTITIS CRÓNICAS,1,173.0,1.0,manual
OTRAS DISFUNCIONES TESTICULARES,1,173.0,0.8,claude
CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL,2,173.0,0.8,claude
MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO,3,173.0,0.95,claude
TRASPLANTE DE RIÑÓN,3,173.0,0.95,claude
PERSONA EN CONTACTO CON LOS SERVICIOS DE SALUD EN OTRAS CIRCUNSTANCIAS ESPECIFICADAS,1,172.0,0.8,claude
DEFECTO DEL TABIQUE AURICULOVENTRICULAR,2,172.0,0.8,claude
HERIDAS DE OTRAS PARTES DE LA MUÐECA Y DE LA MANO,2,172.0,1.0,manual
OTRAS ENFERMEDADES DEL HIGADO,2,172.0,0.8,claude
OTRAS ENFERMEDADES DE LOS MAXILARES,1,172.0,0.8,claude
OTROS TRASTORNOS ESPECIFICADOS DEL ENCÉFALO,2,171.0,0.8,claude
DIABETES INSÍPIDA,1,171.0,0.8,claude
OTROS TRASTORNOS DEL METABOLISMO DE LOS CARBOHIDRATOS,1,171.0,0.8,claude
LUXACIÓN DEL CARTÍLAGO SEPTAL DE LA NARIZ,2,171.0,0.8,claude
ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA),2,171.0,1.0,manual
VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACIÓN,2,171.0,1.0,manual
TRAUMATISMO POR APLASTAMIENTO DEL CRÁNEO,3,171.0,0.95,claude
"HERIDAS MÚLTIPLES, NO ESPECIFICADAS",2,170.0,0.8,claude
COLERA,2,170.0,0.8,claude
TRAUMATISMO CEREBRAL DIFUSO,3,170.0,0.95,claude
"OTRAS DIABETES MELLITUS ESPECIFICADAS, CON CETOACIDOSIS",2,170.0,0.8,claude
"ANEURISMA DE LA AORTA ABDOMINAL, SIN MENCIÓN DE RUPTURA",3,170.0,0.8,claude
ESTRABISMO CONCOMITANTE DIVERGENTE,1,170.0,0.8,claude
"TUMOR MALIGNO DEL MEDIASTINO, PARTE NO ESPECIFICADA",3,169.0,0.95,claude
VASCULITIS REUMATOIDE,2,169.0,0.8,claude
OTROS TRASTORNOS INFLAMATORIOS DE LOS ÓRGANOS GENITALES MASCULINOS,1,169.0,0.8,claude
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",3,169.0,0.8,claude
"VEJIGA NEUROPÁTICA NO INHIBIDA, NO CLASIFICADA EN OTRA PARTE",2,169.0,0.8,claude
"ANEMIA REFRACTARIA SIN SIDEROBLASTOS EN FORMA DE ANILLO, ASÍ DESCRITA",3,169.0,0.8,claude
"OTRAS ENTESOPATÍAS, NO CLASIFICADAS EN OTRA PARTE",1,168.0,0.8,claude
QUERATITIS Y QUERATOCONJUNTIVITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,168.0,0.8,claude
"OTRAS MALFORMACIONES CONGÉNITAS, ESPECIFICADAS",2,168.0,0.8,claude
MIOCARDITIS REUMÁTICA,2,168.0,0.8,claude
OTROS TRASTORNOS ESPECIFICADOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFÁTICOS,1,168.0,0.8,claude
QUISTE ÓSEO SOLITARIO,2,168.0,1.0,manual
TUMOR MALIGNO DEL COLON TRANSVERSO,3,167.0,0.95,claude
TUMOR BENIGNO DEL RIÑÓN,2,167.0,0.8,claude
"ESPONDILOSIS, NO ESPECIFICADA",1,167.0,0.8,claude
OTRAS ESCOLIOSIS IDIOPÁTICAS,1,167.0,0.8,claude
CUERPO EXTRAÑO EN EL ORIFICIO NASAL,1,167.0,0.8,claude
FISURA DEL PALADAR DURO CON LABIO LEPORINO BILATERAL,2,166.0,0.95,claude
"NEUMONÍA CONGÉNITA, ORGANISMO NO ESPECIFICADO",3,166.0,0.8,claude
HERIDA DE LA PIERNA,2,166.0,0.8,claude
OSTEOPOROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,166.0,0.8,claude
SIALADENITIS,1,166.0,0.8,claude
OTRAS ENFERMEDADES DE LA GLÁNDULA DE BARTHOLIN,1,166.0,0.8,claude
OTRAS HEMORRAGIAS INTRAENCEFÁLICAS,3,165.0,0.95,claude
"UROPATÍA OBSTRUCTIVA Y POR REFLUJO, SIN OTRA ESPECIFICACIÓN",2,165.0,0.8,claude
OTROS TRASTORNOS DE LA SINOVIA Y DEL TENDON,1,165.0,0.8,claude
GRANULOMA POR CUERPO EXTRAÑO EN LA PIEL Y EN EL TEJIDO SUBCUTÁNEO,1,165.0,0.8,claude
DEGENERACIÓN DE LA CÓRNEA,1,165.0,0.8,claude
DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,1,165.0,0.8,claude
"QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO, SIN OTRA ESPECIFICACIÓN",1,165.0,0.8,claude
ECTROPIÓN DEL PÁRPADO,2,164.0,0.8,claude
DOLOR EN ARTICULACIÓN,1,164.0,0.8,claude
AMIGDALITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS,1,164.0,0.8,claude
SÍNDROME DE RAYNAUD,1,164.0,0.8,claude
OTROS BOCIOS NO TÓXICOS ESPECIFICADOS,1,163.0,0.8,claude
OTRAS INESTABILIDADES ARTICULARES,1,163.0,0.8,claude
"TRASTORNO DEL PENE, NO ESPECIFICADO",1,163.0,0.8,claude
HIPERTENSIÓN PORTAL,2,163.0,0.8,claude
"ÚLCERA DUODENAL, AGUDA CON PERFORACIÓN",2,163.0,0.95,claude
"ENFERMEDAD DEL ESTÓMAGO Y DEL DUODENO, NO ESPECIFICADA",1,163.0,0.8,claude
NEUMONÍA DEBIDA A ESCHERICHIA COLI,2,162.0,0.8,claude
OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA OSTEOMUSCULAR,2,162.0,0.8,claude
TUMOR MALIGNO DEL VENTRÍCULO CEREBRAL,3,162.0,0.95,claude
OTROS TRASTORNOS DE LA PUBERTAD,1,162.0,1.0,manual
"OTRAS DEFORMIDADES CONGÉNITAS DEL CRÁNEO, DE LA CARA Y DE LA MANDÍBULA",2,162.0,1.0,manual
LUXACIÓN DE ARTICULACIÓN SACROCOCCÍGEA Y SACROILIACA,2,162.0,0.8,claude
"OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",1,162.0,0.8,claude
OTRA HIPERACTIVIDAD CORTICOSUPRARRENAL,2,161.0,0.8,claude
NECROSIS ASÉPTICA IDIOPÁTICA ÓSEA,2,161.0,0.8,claude
"DISMENORREA, NO ESPECIFICADA",1,161.0,0.8,claude
ESPINA BÍFIDA CERVICAL CON HIDROCÉFALO,3,161.0,0.8,claude
HIPOACUSIA OTOTÓXICA,1,160.0,0.8,claude
PIE PLANO CONGÉNITO,1,160.0,1.0,manual
EMBOLIA Y TROMBOSIS DE ARTERIA ILÍACA,3,160.0,0.8,claude
"ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE",3,160.0,1.0,manual
DISPLASIA MAMARIA BENIGNA,1,159.0,1.0,manual
CUERPO EXTRAÑO EN LA FARINGE,2,159.0,0.8,claude
TIROIDITIS SUBAGUDA,1,159.0,0.8,claude
OTROS PRODUCTOS ANORMALES DE LA CONCEPCION,2,159.0,0.8,claude
POLINEUROPATÍA INDUCIDA POR DROGAS,1,159.0,0.8,claude
"TRASTORNO MENTAL, NO ESPECIFICADO",1,159.0,0.6,claude
TÓRAX EXCAVADO,2,159.0,0.8,claude
RETINOPATIA DIABETICA (E10-E14Å CON CUARTO CARACTER COMUN .3),2,159.0,0.8,claude
"OTRAS MALFORMACIONES CONGÉNITAS DEL ENCÉFALO, ESPECIFICADAS",2,159.0,0.8,claude
OTRAS DISFUNCIONES NEUROMUSCULARES DE LA VEJIGA,2,159.0,0.8,claude
ESCLEROSIS TUBEROSA,2,158.0,0.8,claude
METATARSALGIA,1,158.0,0.8,claude
TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR,2,158.0,0.8,claude
EFECTO TÓXICO DEL MONÓXIDO DE CARBONO,2,158.0,0.8,claude
OTROS TIPOS DE PARÁLISIS CEREBRAL,3,158.0,0.8,claude
LESIÓN DE SITIOS CONTIGUOS DEL CUELLO DEL ÚTERO,3,158.0,0.8,claude
OTRAS OSTEOMIELITIS AGUDAS,2,157.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR PARTO POR CESÁREA,2,157.0,0.8,claude
DIVERTÍCULO GÁSTRICO,2,157.0,0.8,claude
TUMOR MALIGNO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA,3,157.0,0.95,claude
TUMOR MALIGNO DE LA FOSA NASAL,3,157.0,0.95,claude
TRASTORNO DEL TESTICULO Y DEL EPIDIDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,157.0,0.8,claude
CIRROSIS BILIAR PRIMARIA,3,157.0,0.8,claude
TUMOR MALIGNO SECUNDARIO DEL RIÑÓN Y DE LA PELVIS RENAL,3,157.0,0.95,claude
"TRASTORNO DEL HUESO, NO ESPECIFICADO",1,157.0,0.8,claude
OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,2,157.0,0.8,claude
AFECCIONES ALVEOLARES Y ALVEOLOPARIETALES,1,157.0,0.8,claude
LEUCEMIA MIELOIDE AGUDA,3,157.0,0.95,claude
"TRASTORNO DE LA VÁLVULA AÓRTICA, NO ESPECIFICADO",2,156.0,0.8,claude
COLITIS DE ETIOLOGÍA INDETERMINADA,1,156.0,0.8,claude
CADERA INESTABLE,2,156.0,0.8,claude
DISTENSIÓN MUSCULAR,1,156.0,0.8,claude
"MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",3,156.0,0.95,claude
OTROS TIPOS DE HIPERTENSIÓN SECUNDARIA,1,156.0,0.8,claude
TRASTORNO ESPECÍFICO DEL DESARROLLO DE LA FUNCIÓN MOTRIZ,1,156.0,1.0,manual
OTROS TRASTORNOS DEL PENE,1,156.0,0.8,claude
"QUEMADURA DEL TRONCO, DE SEGUNDO GRADO",2,156.0,0.8,claude
VÁRICES EN OTROS SITIOS ESPECIFICADOS,1,156.0,1.0,manual
FACTORES PSICOLÓGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE,1,156.0,0.8,claude
OTRO(S) DEDO(S) DEL PIE EN MARTILLO (ADQUIRIDOS),1,155.0,0.8,claude
URTICARIA,1,155.0,0.8,claude
OTROS TRAUMATISMOS SUPERFICIALES DEL ANTEBRAZO,1,155.0,0.8,claude
