causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango
"ENFERMEDAD NO INFLAMATORIA DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO, NO ESPECIFICADA",121,5939149.39,0.0026,96.3004,2340
"SENO, FÍSTULA O QUISTE DE LA HENDIDURA BRANQUIAL",121,4757868.38,0.0026,96.303,2341
OTRAS ENFERMEDADES ESPECIFICADAS DEL SISTEMA DIGESTIVO,121,7165231.52,0.0026,96.3056,2342
"PROTEINURIA AISLADA CON LESIÓN MORFOLÓGICA ESPECIFICADA, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",121,7274163.640000001,0.0026,96.3082,2343
"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTÉRICOS",121,12819388.780000001,0.0026,96.3108,2344
OTROS TRASTORNOS DEL CUERPO VÍTREO,121,2816091.37,0.0026,96.3134,2345
"LINFEDEMA, NO CLASIFICADO EN OTRA PARTE",121,4613575.54,0.0026,96.316,2346
"ENFERMEDAD DE LA GLÁNDULA DE BARTHOLIN, NO ESPECIFICADA",121,3033251.63,0.0026,96.3186,2347
"TRASTORNO DE LA RÓTULA, NO ESPECIFICADO",120,9312363.96,0.0025,96.3211,2348
MIELITIS TRANSVERSA AGUDA EN ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL,120,10367149.790000001,0.0025,96.3236,2349
"OTRAS CAÍDAS DE UN NIVEL A OTRO, VIVIENDA",120,4723235.75,0.0025,96.3261,2350
"DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES RENALES",120,6856699.1,0.0025,96.3286,2351
TROMBOCITOSIS ESENCIAL,120,2427018.75,0.0025,96.3311,2352
"TUMOR BENIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",120,1839456.81,0.0025,96.3336,2353
GINGIVITIS AGUDA,119,520292.82,0.0025,96.3361,2354
MAREO Y DESVANECIMIENTO,119,1954079.96,0.0025,96.3386,2355
SÍNDROME DE HIPOPLASIA DEL CORAZÓN IZQUIERDO,119,39421984.45,0.0025,96.3411,2356
OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN,119,12773415.64,0.0025,96.3436,2357
TRAUMATISMO POR APLASTAMIENTO DEL TOBILLO,118,6110636.9,0.0025,96.3461,2358
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CUERPO CAROTÍDEO,118,13617387.83,0.0025,96.3486,2359
HERIDA DE LA CADERA,118,7284422.99,0.0025,96.3511,2360
CARCINOMA IN SITU DEL CUELLO DEL UTERO,118,13906289.870000001,0.0025,96.3536,2361
ABSCESO Y GRANULOMA INTRACRANEAL,118,27671906.009999998,0.0025,96.3561,2362
CONTRACCIONES PRIMARIAS INADECUADAS,118,5641729.7,0.0025,96.3586,2363
"NEUMOTÓRAX, NO ESPECIFICADO",118,13464558.15,0.0025,96.3611,2364
ESCLERODERMA LINEAL,118,3681876.52,0.0025,96.3636,2365
"OTRAS GONARTROSIS SECUNDARIAS, BILATERALES",118,6233698.92,0.0025,96.3661,2366
TRAUMATISMO DEL RIÑÓN,117,6655199.96,0.0025,96.3686,2367
POLIARTROPATÍA INFLAMATORIA,117,2422907.39,0.0025,96.3711,2368
OBSTRUCCIÓN INTESTINAL POSTOPERATORIA,117,10466107.58,0.0025,96.3736,2369
OTRAS HIPOACUSIAS ESPECIFICADAS,117,6297218.7700000005,0.0025,96.3761,2370
COCCIDIOIDOMICOSIS PULMONAR CRÓNICA,117,6628817.93,0.0025,96.3786,2371
DISFAGIA,117,7488214.37,0.0025,96.3811,2372
ARTRITIS Y POLIARTRITIS DEBIDAS A OTROS AGENTES BACTERIANOS ESPECIFICADOS,117,5089515.68,0.0025,96.3836,2373
"OSTEOMIELITIS, NO ESPECIFICADA",117,8829160.92,0.0025,96.3861,2374
"AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DEL ANO, SIN FÍSTULA",117,10769176.33,0.0025,96.3886,2375
OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA MUÑECA Y DE LA MANO,117,3791819.52,0.0025,96.3911,2376
OTRAS ENFERMEDADES DEL ESOFAGO,117,6096814.74,0.0025,96.3936,2377
OTROS TRASTORNOS ESPECIFICADOS DEL PÁRPADO,117,2431824.66,0.0025,96.3961,2378
OTRAS HIPOGLICEMIAS,117,4995215.6899999995,0.0025,96.3986,2379
ÚLCERA DEL ANO Y DEL RECTO,117,5261542.51,0.0025,96.4011,2380
LINFOMA FOLICULAR,117,23399062.18,0.0025,96.4036,2381
OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,116,3638741.35,0.0025,96.4061,2382
TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,116,14328444.38,0.0025,96.4086,2383
ANEMIA APLÁSTICA IDIOPÁTICA,116,17826768.91,0.0025,96.4111,2384
TRASTORNO ESPECÍFICO DE LA LECTURA,116,3066206.21,0.0025,96.4136,2385
INFECCIONES DIRECTAS DE LA ARTICULACION EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,116,5311303.06,0.0025,96.4161,2386
PROLAPSO UTEROVAGINAL COMPLETO,116,5553576.71,0.0025,96.4186,2387
TUMOR BENIGNO DEL HÍGADO,116,9850274.58,0.0025,96.4211,2388
"TRASTORNO DEL NERVIO FACIAL, NO ESPECIFICADO",116,3508367.0300000003,0.0025,96.4236,2389
LUXACIÓN DE OTRAS PARTES DE LA CINTURA ESCAPULAR Y DE LAS NO ESPECIFICADAS,116,6928410.92,0.0025,96.4261,2390
"HIDROCÉFALO CONGÉNITO, NO ESPECIFICADO",116,16105381.58,0.0025,96.4286,2391
DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS,115,6440217.45,0.0024,96.431,2392
OTROS TIPOS DE ENFERMEDAD DE CROHN,115,7499603.41,0.0024,96.4334,2393
TUMOR BENIGNO DEL CUERPO CAROTÍDEO,115,11116892.04,0.0024,96.4358,2394
TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS,115,9260584.9,0.0024,96.4382,2395
TUMOR MALIGNO DEL CONDUCTO ANAL,115,8969603.52,0.0024,96.4406,2396
OTROS TRASTORNOS ESPECIFICADOS DE LA GLÁNDULA SUPRARRENAL,115,6042709.51,0.0024,96.443,2397
TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA,115,18018859.65,0.0024,96.4454,2398
NECESIDAD DE INMUNIZACIÓN SÓLO CONTRA EL CÓLERA,115,181463.71000000002,0.0024,96.4478,2399
"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS",115,3765799.41,0.0024,96.4502,2400
MALFORMACIONES CONGÉNITAS DEL CUERPO CALLOSO,115,3732557.0,0.0024,96.4526,2401
"PÓLIPO NASAL, NO ESPECIFICADO",115,7777844.86,0.0024,96.455,2402
"LESIÓN DE SITIOS CONTIGUOS DEL ANO, DEL CONDUCTO ANAL Y DEL RECTO",115,9541908.19,0.0024,96.4574,2403
SÍNDROME CERVICOBRAQUIAL,115,4997047.11,0.0024,96.4598,2404
NEUMONÍA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,115,10330585.73,0.0024,96.4622,2405
TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR,115,13219036.76,0.0024,96.4646,2406
OTRAS SEPSIS ESPECIFICADAS,114,47437299.77,0.0024,96.467,2407
HERIDAS DE OTRAS PARTES DEL PIE,114,1249380.69,0.0024,96.4694,2408
"LINFANGIOMA, DE CUALQUIER SITIO",114,6561429.93,0.0024,96.4718,2409
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS RESPIRATORIOS Y DEL OÍDO MEDIO,114,11159048.06,0.0024,96.4742,2410
BRONQUITIS AGUDA DEBIDA A HAEMOPHILUS INFLUENZAE,114,6525241.33,0.0024,96.4766,2411
DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA A [IGA],114,8620989.74,0.0024,96.479,2412
PÓLIPO DE LA VAGINA,114,4136163.61,0.0024,96.4814,2413
"ENFERMEDAD DEL SISTEMA DIGESTIVO, NO ESPECIFICADA",114,8948622.02,0.0024,96.4838,2414
HERIDA DEL ESCROTO Y DE LOS TESTÍCULOS,114,3381712.23,0.0024,96.4862,2415
OTROS EXÁMENES ESPECIALES ESPECIFICADOS,114,1411659.2,0.0024,96.4886,2416
"ENFERMEDAD CARDIOVASCULAR, NO ESPECIFICADA",114,9321960.22,0.0024,96.491,2417
OTRAS ATROFIAS MUSCULARES ESPINALES HEREDITARIAS,114,35247958.23,0.0024,96.4934,2418
ARTROSIS POSTRAUMÁTICA DE OTRAS ARTICULACIONES,114,6279810.09,0.0024,96.4958,2419
OTRAS ENFERMEDADES VIRALES ESPECIFICADAS,114,4981099.31,0.0024,96.4982,2420
MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS,114,1578273.14,0.0024,96.5006,2421
"ENDOCARDITIS AGUDA, NO ESPECIFICADA",114,20792032.18,0.0024,96.503,2422
"MORDEDURA O ATAQUE DE PERRO, OTRO LUGAR ESPECIFICADO",114,1900106.8699999999,0.0024,96.5054,2423
OTRAS MALFORMACIONES CONGÉNITAS DE LOS CONDUCTOS BILIARES,113,13948372.59,0.0024,96.5078,2424
TRAUMATISMO DE OTROS TENDONES Y MÚSCULOS Y LOS NO ESPECIFICADOS A NIVEL DEL MUSLO,113,3975235.06,0.0024,96.5102,2425
LACERACIÓN OCULAR SIN PROLAPSO O PÉRDIDA DEL TEJIDO INTRAOCULAR,113,1218148.77,0.0024,96.5126,2426
"DEFORMIDAD ADQUIRIDA DEL MIEMBRO, NO ESPECIFICADA",113,11190184.45,0.0024,96.515,2427
OTROS TRASTORNOS DE LA FUNCIÓN VESTIBULAR,113,5062745.69,0.0024,96.5174,2428
"ENFERMEDAD INFLAMATORIA DEL ÚTERO, NO ESPECIFICADA",113,6125759.16,0.0024,96.5198,2429
ENFERMEDAD DIVERTICULAR DE AMBOS INTESTINOS CON PERFORACIÓN Y ABSCESO,113,11690477.06,0.0024,96.5222,2430
"ESPONDILOPATÍA, NO ESPECIFICADA",113,7533565.04,0.0024,96.5246,2431
"CARCINOMA IN SITU DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR",113,22698103.24,0.0024,96.527,2432
NEOVASCULARIZACIÓN DE LA CÓRNEA,113,1587158.08,0.0024,96.5294,2433
"TUMOR BENIGNO DEL ENCÉFALO, PARTE NO ESPECIFICADA",112,19895250.63,0.0024,96.5318,2434
CUERPO EXTRAÑO DEL OÍDO,112,1206413.1199999999,0.0024,96.5342,2435
TENDINITIS DEL GLÚTEO,112,2162714.67,0.0024,96.5366,2436
SIALOLITIASIS,112,4286494.51,0.0024,96.539,2437
PROLAPSO ANAL,112,3464159.53,0.0024,96.5414,2438
"VASCULITIS LIMITADA A LA PIEL, SIN OTRA ESPECIFICACIÓN",112,3232304.5,0.0024,96.5438,2439
ENDOFTALMITIS PURULENTA,112,2986272.98,0.0024,96.5462,2440
MALFORMACIÓN ARTERIOVENOSA PERIFÉRICA,111,15259247.38,0.0024,96.5486,2441
DEFECTO CUALITATIVOS DE LAS PLAQUETAS,111,6364442.959999999,0.0024,96.551,2442
"TUMOR MALIGNO DE LAS VÍAS BILIARES, PARTE NO ESPECIFICADA",111,21833465.95,0.0024,96.5534,2443
"PEATÓN LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, ACCIDENTE NO DE TRÁNSITO",111,23378582.79,0.0024,96.5558,2444
"OTRAS ENFERMEDADES ESPECIFICADAS Y AFECCIONES QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO",111,2875647.57,0.0024,96.5582,2445
"OTROS TRASTORNOS DEL EQUILIBRIO DE LOS ELECTRÓLITOS Y DE LOS LÍQUIDOS, NO CLASIFICADOS EN OTRA PARTE",111,4537258.95,0.0024,96.5606,2446
"TRASTORNO NO INFLAMATORIO DEL ÚTERO, NO ESPECIFICADO",110,6495476.17,0.0023,96.5629,2447
"ARTROSIS DE LA PRIMERA ARTICULACIÓN CARPOMETACARPIANA, SIN OTRA ESPECIFICACIÓN",110,5055604.67,0.0023,96.5652,2448
"TRASTORNO DE LA RETINA, NO ESPECIFICADO",110,2413433.46,0.0023,96.5675,2449
TUMOR BENIGNO DE LA VEJIGA,110,5305052.04,0.0023,96.5698,2450
EFECTO TÓXICO DEL VENENO DE ESCORPIÓN,110,901057.9,0.0023,96.5721,2451
BURSITIS DEL TROCÁNTER,110,3101375.11,0.0023,96.5744,2452
SÍNDROME DE FATIGA POSTVIRAL,110,5231824.99,0.0023,96.5767,2453
OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS,110,8823055.59,0.0023,96.579,2454
"ÚLCERA GÁSTRICA, NO ESPECIFICADA COMO AGUDA NI CRÓNICA, SIN HEMORRAGIA NI PERFORACIÓN",110,3554105.85,0.0023,96.5813,2455
NEUROFIBROMATOSIS (NO MALIGNA),110,7040618.75,0.0023,96.5836,2456
DEGENERACIONES Y DEPÓSITOS CONJUNTIVALES,110,1988133.77,0.0023,96.5859,2457
SÍNDROMES DE COMPRESIÓN DE LA ARTERIA ESPINAL O VERTEBRAL ANTERIOR,110,5363016.55,0.0023,96.5882,2458
OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON,110,10451033.98,0.0023,96.5905,2459
RETENCIÓN DE ORINA,109,3751672.82,0.0023,96.5928,2460
LEUCEMIA LINFOCÍTICA SUBAGUDA,109,21862699.51,0.0023,96.5951,2461
OCLUSIÓN Y ESTENOSIS DE ARTERIA VERTEBRAL,109,11563510.35,0.0023,96.5974,2462
ENTERITIS DEBIDA A CAMPYLOBACTER,109,4107648.64,0.0023,96.5997,2463
OTRAS ENFERMEDADES ESPECIFICADAS DEL APÉNDICE,109,10449574.69,0.0023,96.602,2464
OTRAS ENFERMEDADES INFLAMATORIAS DEL HIGADO,109,4098993.19,0.0023,96.6043,2465
ABORTO NO ESPECIFICADO,109,2494045.34,0.0023,96.6066,2466
"COMPROMISO SISTÉMICO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO",109,6096999.12,0.0023,96.6089,2467
OTRAS OTITIS MEDIAS CRÓNICAS SUPURATIVAS,109,6448772.79,0.0023,96.6112,2468
"TRASTORNO DEL DESARROLLO PSICOLÓGICO, NO ESPECIFICADO",109,1919281.55,0.0023,96.6135,2469
TUMOR MALIGNO DE LA OROFARINGE,109,2687210.78,0.0023,96.6158,2470
DIABETES MELLITUS INSULINODEPENDIENTE,109,1840103.32,0.0023,96.6181,2471
OTROS TRASTORNOS ESPECIFICADOS DE ARTERIAS Y ARTERIOLAS,109,12412560.9,0.0023,96.6204,2472
HIPOTENSIÓN ORTOSTÁTICA,109,2618794.08,0.0023,96.6227,2473
"TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES, NO ESPECIFICADOS",109,11909447.17,0.0023,96.625,2474
HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,108,3172379.87,0.0023,96.6273,2475
"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA",108,425131.06,0.0023,96.6296,2476
TRAUMATISMO DE REGIONES NO ESPECIFICADAS DEL CUERPO,108,4765576.74,0.0023,96.6319,2477
TEMBLOR ESENCIAL,108,1922964.03,0.0023,96.6342,2478
TIROIDITIS,108,4883957.09,0.0023,96.6365,2479
TRASTORNOS DE PRÓSTATA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,108,3655691.46,0.0023,96.6388,2480
AMPUTACIÓN TRAUMÁTICA DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,108,6211430.11,0.0023,96.6411,2481
COMPRESIONES DE LAS RAÍCES Y PLEXOS NERVIOSOS EN ENFERMEDADES NEOPLÁSICAS,108,8336382.91,0.0023,96.6434,2482
RUPTURA TRAUMÁTICA DEL LIGAMENTO LATERAL DEL CÚBITO,108,3785270.11,0.0023,96.6457,2483
TROMBOSIS DE LA VENA PORTA,108,15561828.719999999,0.0023,96.648,2484
CATARATA COMPLICADA,108,3284425.08,0.0023,96.6503,2485
PARTO PREMATURO,108,7409269.34,0.0023,96.6526,2486
OTRAS INFECCIONES INTESTINALES DEBIDAS A ESCHERICHIA COLI,108,3688100.42,0.0023,96.6549,2487
TUMOR MALIGNO DE LA MÉDULA ESPINAL,108,14097584.34,0.0023,96.6572,2488
ICTERICIA NO ESPECIFICADA,108,6166733.44,0.0023,96.6595,2489
"MEGACOLON, NO CLASIFICADO EN OTRA PARTE",107,10700371.98,0.0023,96.6618,2490
PIODERMA,107,8992548.39,0.0023,96.6641,2491
HERIDA DE DEDO(S) DEL PIE CON DAÑO(S) DE LA(S) UÑA(S),107,1002155.79,0.0023,96.6664,2492
"CONJUNTIVITIS, NO ESPECIFICADA",107,532846.13,0.0023,96.6687,2493
OTRAS LINFADENITIS INESPECÍFICAS,107,5322792.350000001,0.0023,96.671,2494
"OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACIÓN",107,3531167.48,0.0023,96.6733,2495
OTROS TIPOS ESPECIFICADOS DE LINFOMA FOLICULAR,107,16898080.14,0.0023,96.6756,2496
"TUMOR MALIGNO DE LOS ANEXOS UTERINOS, SIN OTRA ESPECIFICACIÓN",107,7457381.39,0.0023,96.6779,2497
"HERNIA ABDOMINAL NO ESPECIFICADA, CON GANGRENA",107,9310507.63,0.0023,96.6802,2498
SINDROME NEFROTICO,107,8229163.58,0.0023,96.6825,2499
OTROS TRASTORNOS VASCULARES DEL INTESTINO,107,12273041.15,0.0023,96.6848,2500
TENDINITIS PERONEAL,107,2276920.14,0.0023,96.6871,2501
OTROS TRAUMATISMOS SUPERFICIALES DE LA CADERA Y DEL MUSLO,107,5567349.21,0.0023,96.6894,2502
LINFADENITIS AGUDA DE SITIO NO ESPECIFICADO,107,7133101.680000001,0.0023,96.6917,2503
OTRAS ENFERMEDADES DE LOS INTESTINOS,107,7058229.06,0.0023,96.694,2504
OTROS LINFOMAS DE HODGKIN CLÁSICOS,107,23946432.32,0.0023,96.6963,2505
OTRAS OTITIS MEDIAS CRÓNICAS NO SUPURATIVAS,107,4752805.03,0.0023,96.6986,2506
"MALFORMACIÓN CONGÉNITA DE LA MÉDULA ESPINAL, NO ESPECIFICADA",107,9553008.05,0.0023,96.7009,2507
ESPONDILOLISTESIS CONGÉNITA,106,14345334.540000001,0.0022,96.7031,2508
"OSTEOPOROSIS NO ESPECIFICADA, CON FRACTURA PATOLÓGICA",106,4221788.12,0.0022,96.7053,2509
ACNÉ CONGLOBADO,106,536655.47,0.0022,96.7075,2510
"ENFERMEDAD DE LAS VÍAS BILIARES, NO ESPECIFICADA",106,9429368.83,0.0022,96.7097,2511
OTRAS ENFERMEDADES CEREBROVASCULARES,106,18064240.3,0.0022,96.7119,2512
OTRAS ENFERMEDADES DEL ANO Y DEL RECTO,106,5037564.28,0.0022,96.7141,2513
OTROS TIPOS DE NEUMOTÓRAX ESPONTÁNEO,106,13023530.709999999,0.0022,96.7163,2514
URETRITIS NO ESPECÍFICA,106,2979034.99,0.0022,96.7185,2515
MICOSIS FUNGOIDE,106,14073701.450000001,0.0022,96.7207,2516
CARCINOMA IN SITU DE LA PIEL DEL PÁRPADO Y DE LA COMISURA PALPEBRAL,106,7698882.42,0.0022,96.7229,2517
"SÍNDROME NEFRÍTICO NO ESPECIFICADO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",106,4557968.34,0.0022,96.7251,2518
"TRASTORNOS DEL NERVIO ÓPTICO, NO CLASIFICADOS EN OTRA PARTE",106,5624880.64,0.0022,96.7273,2519
"MIOCARDITIS AGUDA, NO ESPECIFICADA",106,9540069.18,0.0022,96.7295,2520
NEFROPATÍA DE LOS BALCANES,106,2580616.18,0.0022,96.7317,2521
LESIÓN DEL NERVIO CIÁTICO,106,3133407.2,0.0022,96.7339,2522
OTROS TRASTORNOS DEL NERVIO FACIAL,106,3762711.45,0.0022,96.7361,2523
LESIÓN DE SITIOS CONTIGUOS DE LA PIEL,105,2129057.52,0.0022,96.7383,2524
TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS FLEXORES A NIVEL DE LA MUÑECA Y DE LA MANO,105,3785740.85,0.0022,96.7405,2525
LUXACIÓN DEL MAXILAR,105,3272643.82,0.0022,96.7427,2526
OTRAS FORMAS DE PERICARDITIS AGUDA,105,7520109.37,0.0022,96.7449,2527
CUERPO EXTRAÑO EN SENO PARANASAL,105,1327341.51,0.0022,96.7471,2528
"CAÍDA DESDE, FUERA O A TRAVÉS DE UN EDIFICIO U OTRA CONSTRUCCIÓN, VIVIENDA",105,11888205.83,0.0022,96.7493,2529
TRAUMATISMO POR APLASTAMIENTO DEL CODO,105,5245122.97,0.0022,96.7515,2530
ENFERMEDAD TÓXICA DEL HÍGADO CON CIRROSIS Y FIBROSIS DEL HÍGADO,105,8247577.61,0.0022,96.7537,2531
ENFERMEDAD INFLAMATORIA AGUDA DEL ÚTERO,104,5968081.0200000005,0.0022,96.7559,2532
ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,104,4530321.93,0.0022,96.7581,2533
TUMOR MALIGNO DEL URÉTER,104,8964356.65,0.0022,96.7603,2534
OTROS SINDROMES DE CEFALEA,104,3181838.93,0.0022,96.7625,2535
"INFECCIÓN CONSECUTIVA A PROCEDIMIENTO, NO CLASIFICADA EN OTRA PARTE",104,14625200.61,0.0022,96.7647,2536
"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",104,14141128.61,0.0022,96.7669,2537
HISTIOCITOSIS DE CÉLULAS DE LANGERHANS MULTIFOCAL Y MULTISISTÉMICA (DISEMINADA) [ENFERMEDAD DE LETTERER-SIWE],104,13128694.9,0.0022,96.7691,2538
FRACTURAS MÚLTIPLES DEL FÉMUR,104,12302024.07,0.0022,96.7713,2539
"MOTOCICLISTA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",104,8990511.3,0.0022,96.7735,2540
HEPATOBLASTOMA,104,12588956.77,0.0022,96.7757,2541
DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,104,8445056.0,0.0022,96.7779,2542
OTRAS LEUCEMIAS MIELOIDES,104,42970890.12,0.0022,96.7801,2543
ENFERMEDAD QUÍSTICA DEL HÍGADO,104,6728664.74,0.0022,96.7823,2544
OTROS TRASTORNOS DE LA CONDUCCION,104,9067730.78,0.0022,96.7845,2545
"ÚLCERA GÁSTRICA, CRÓNICA O NO ESPECIFICADA, CON HEMORRAGIA",103,6135877.29,0.0022,96.7867,2546
OTRAS ARTROSIS PRIMARIAS DE LA PRIMERA ARTICULACIÓN CARPOMETACARPIANA,103,6112817.3,0.0022,96.7889,2547
CALCULO DE LAS VIAS URINARIAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,103,7032769.26,0.0022,96.7911,2548
"TRASTORNO DE LA PUBERTAD, NO ESPECIFICADO",103,3697467.5,0.0022,96.7933,2549
"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS",103,14606448.780000001,0.0022,96.7955,2550
TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL ÚTERO,103,5022622.47,0.0022,96.7977,2551
LESIÓN DE SITIOS CONTIGUOS DE LOS ÓRGANOS GENITALES MASCULINOS,103,7167824.62,0.0022,96.7999,2552
HIPERACTIVIDAD,103,688786.33,0.0022,96.8021,2553
LINFADENITIS AGUDA DE OTROS SITIOS,103,4963153.01,0.0022,96.8043,2554
"DIABETES MELLITUS TIPO 2, CON COMPLICACIONES NEUROLÓGICAS",103,4150873.3200000003,0.0022,96.8065,2555
OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA,103,1988025.78,0.0022,96.8087,2556
"TUMOR MALIGNO DEL ESÓFAGO, PORCIÓN TORÁCICA",102,8159445.529999999,0.0022,96.8109,2557
"TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACIÓN",102,38893051.51,0.0022,96.8131,2558
HIPOGAMMAGLOBULINEMIA HEREDITARIA,102,13102592.74,0.0022,96.8153,2559
"TRAUMATISMO SUPERFICIAL DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO",102,2880903.19,0.0022,96.8175,2560
ASPIRACIÓN NEONATAL DE MECONIO,102,18758742.0,0.0022,96.8197,2561
LEUCEMIA MIELOIDE,102,32106389.58,0.0022,96.8219,2562
OTRAS RETINOPATÍAS PROLIFERATIVAS,102,2759398.39,0.0022,96.8241,2563
TENDINITIS CALCIFICADA,102,2413080.42,0.0022,96.8263,2564
INCOMPATIBILIDAD RH DEL FETO Y DEL RECIÉN NACIDO,102,5637962.15,0.0022,96.8285,2565
SARCOMA DE KAPOSI DEL TEJIDO BLANDO,102,8046345.95,0.0022,96.8307,2566
"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",102,9218363.66,0.0022,96.8329,2567
OTRAS ENFERMEDADES PERIODONTALES,102,5389459.600000001,0.0022,96.8351,2568
"QUEMADURA DEL TOBILLO Y DEL PIE, DE SEGUNDO GRADO",101,4448425.4,0.0021,96.8372,2569
ESTADO ASMÁTICO,101,1818262.74,0.0021,96.8393,2570
OSTEOPOROSIS CON FRACTURA PATOLOGICA,101,4330569.59,0.0021,96.8414,2571
PARASINUSITIS CRONICA,101,5101696.81,0.0021,96.8435,2572
"TUMOR MALIGNO DEL CUERPO DEL ÚTERO, PARTE NO ESPECIFICADA",101,25291325.94,0.0021,96.8456,2573
"COMPRESIÓN MEDULAR, NO ESPECIFICADA",101,16952086.990000002,0.0021,96.8477,2574
PERFORACIÓN DE LA VESÍCULA BILIAR,101,4050802.1999999997,0.0021,96.8498,2575
DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IGG],101,23941274.69,0.0021,96.8519,2576
"REACCIÓN DE HIPERSENSIBILIDAD DE LAS VÍAS RESPIRATORIAS SUPERIORES, SITIO NO ESPECIFICADO",101,1140755.58,0.0021,96.854,2577
LINFOMA DE BURKITT,101,36386472.49,0.0021,96.8561,2578
HIPOSMOLARIDAD E HIPONATREMIA,101,7274545.17,0.0021,96.8582,2579
MONONUCLEOSIS POR CITOMEGALOVIRUS,101,8029779.15,0.0021,96.8603,2580
OTROS TRASTORNOS ESPECIFICADOS DEL APARATO LAGRIMAL,101,2211009.04,0.0021,96.8624,2581
TUMOR MALIGNO SECUNDARIO DEL ENCÉFALO Y DE LAS MENINGES CEREBRALES,101,16175699.43,0.0021,96.8645,2582
QUEMADURAS QUE AFECTAN DEL 10 AL 19% DE LA SUPERFICIE DEL CUERPO,100,7988613.66,0.0021,96.8666,2583
MONONUCLEOSIS INFECCIOSA,100,5802951.52,0.0021,96.8687,2584
HEMORRAGIA INTRAENCEFÁLICA EN TALLO CEREBRAL,100,6939723.99,0.0021,96.8708,2585
ALOPECIA (CAPITIS) TOTAL,100,642963.87,0.0021,96.8729,2586
