causa_original,causa_corregida,tipo_correccion,similitud,frecuencia,anios,num_anios
HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA),HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMATICA),sin_cambio,1.0,65,2020,1
ORQUITIS POR PAROTIDITIS,ORQUITIS POR PAROTIDITIS,sin_cambio,1.0,65,"2021,2022,2023,2024",4
ORZUELO Y CALACIO,ORZUELO Y CALACIO,sin_cambio,1.0,65,"2020,2021,2022,2023,2024",5
"QUEMADURA DEL TRONCO, GRADO NO ESPECIFICADO","QUEMADURA DEL TRONCO, GRADO NO ESPECIFICADO",sin_cambio,1.0,65,"2020,2021,2022,2023,2024",5
ANOMALIAS DE LA FUNCION PUPILAR,ANOMALÍAS DE LA FUNCIÓN PUPILAR,acento,0.99,65,2020,1
OTRAS MENINGITIS BACTERIANAS,OTRAS MENINGITIS BACTERIANAS,sin_cambio,1.0,65,"2020,2021,2022,2023,2024",5
TRAUMATISMO DEL TENDON Y MUSCULO FLEXOR LARGO DEL PULGAR A NIVEL DE LA MUÐECA Y DE LA MANO,TRAUMATISMO DEL TENDÓN Y MÚSCULO FLEXOR LARGO DEL PULGAR A NIVEL DE LA MUÑECA Y DE LA MANO,typo,0.9889,65,2020,1
TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,sin_cambio,1.0,65,"2021,2022,2023,2024",4
TRAUMATISMOS SUPERFICIALES MULTIPLES DEL PIE Y DEL TOBILLO,TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL PIE Y DEL TOBILLO,acento,0.99,65,2020,1
TRAUMATISMO DE TENDON Y MUSCULO A NIVEL DEL PIE Y DEL TOBILLO,TRAUMATISMO DE TENDON Y MUSCULO A NIVEL DEL PIE Y DEL TOBILLO,sin_cambio,1.0,65,"2021,2022,2023,2024",4
TIÑA DE LAS UÑAS,TIÑA DE LAS UÑAS,sin_cambio,1.0,65,"2020,2021,2022,2023,2024",5
"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA","INFECCIÓN INTESTINAL BACTERIANA, NO ESPECIFICADA",acento,0.99,65,2020,1
ESCOLIOSIS IDIOPATICA INFANTIL,ESCOLIOSIS IDIOPÁTICA INFANTIL,acento,0.99,65,2020,1
TUMOR MALIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA,TUMOR MALIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA,sin_cambio,1.0,65,"2021,2022,2023,2024",4
TRAUMATISMO CEREBRAL FOCAL,TRAUMATISMO CEREBRAL FOCAL,sin_cambio,1.0,65,"2020,2021,2022,2023,2024",5
TRAUMATISMO DEL TENDÓN Y MÚSCULO DEL EXTENSOR LARGO DEL (DE LOS) DEDO(S) A NIVEL DEL PIE Y DEL TOBILLO,TRAUMATISMO DEL TENDÓN Y MÚSCULO DEL EXTENSOR LARGO DEL (DE LOS) DEDO(S) A NIVEL DEL PIE Y DEL TOBILLO,sin_cambio,1.0,65,"2021,2022,2023,2024",4
CATARATA RESIDUAL,CATARATA RESIDUAL,sin_cambio,1.0,65,"2020,2021,2022,2023,2024",5
CONVULSIONES DEL RECIÉN NACIDO,CONVULSIONES DEL RECIÉN NACIDO,sin_cambio,1.0,65,"2021,2022,2023,2024",4
PIE PLANO (PES PLANUS) (ADQUIRIDO),PIE PLANO [PES PLANUS] (ADQUIRIDO),typo,0.9412,65,2020,1
"SÍNDROME NEFRÍTICO AGUDO, NO ESPECIFICADA","SÍNDROME NEFRÍTICO AGUDO, NO ESPECIFICADA",sin_cambio,1.0,65,"2021,2022,2023,2024",4
OTRAS ENFERMEDADES DEL ESTOMAGO Y DEL DUODENO,OTRAS ENFERMEDADES DEL ESTOMAGO Y DEL DUODENO,sin_cambio,1.0,65,"2021,2022,2023,2024",4
DESPOLARIZACIÓN VENTRICULAR PREMATURA,DESPOLARIZACIÓN VENTRICULAR PREMATURA,sin_cambio,1.0,65,"2021,2022,2023,2024",4
POLIMIALGIA REUMATICA,POLIMIALGIA REUMÁTICA,acento,0.99,65,2020,1
RUPTURA ESPONTANEA DE TENDONES EXTENSORES,RUPTURA ESPONTÁNEA DE TENDONES EXTENSORES,acento,0.99,65,2020,1
"OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA NERVIOSO, NO ESPECIFICADA","OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA NERVIOSO, NO ESPECIFICADA",sin_cambio,1.0,64,"2021,2022,2023,2024",4
ADHERENCIAS PERITONEALES,ADHERENCIAS PERITONEALES,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
EXTRACCIÓN DE NALGAS,EXTRACCIÓN DE NALGAS,sin_cambio,1.0,64,"2021,2022,2023,2024",4
"OTROS TRASTORNOS ESPECIFICADOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD, NO CLASIFICADOS EN OTRA PARTE","OTROS TRASTORNOS ESPECIFICADOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD, NO CLASIFICADOS EN OTRA PARTE",sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DE LA PIERNA,TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DE LA PIERNA,sin_cambio,1.0,64,"2021,2022,2023,2024",4
OTRAS INMUNODEFICIENCIAS ESPECIFICADAS,OTRAS INMUNODEFICIENCIAS ESPECIFICADAS,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
BLEFAROSPASMO,BLEFAROSPASMO,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
TRAUMATISMO DE TENDONES Y MÚSCULOS NO ESPECIFICADOS A NIVEL DEL PIE Y DEL TOBILLO,TRAUMATISMO DE TENDONES Y MÚSCULOS NO ESPECIFICADOS A NIVEL DEL PIE Y DEL TOBILLO,sin_cambio,1.0,64,"2021,2022,2023,2024",4
LESIÓN DE SITIOS CONTIGUOS DEL PÁNCREAS,LESIÓN DE SITIOS CONTIGUOS DEL PÁNCREAS,sin_cambio,1.0,64,"2021,2022,2023,2024",4
"OTROS TRASTORNOS DEL RIÑON Y DEL URETER, NO CLASIFICADOS EN OTRA PARTE","OTROS TRASTORNOS DEL RIÑON Y DEL URETER, NO CLASIFICADOS EN OTRA PARTE",sin_cambio,1.0,64,"2021,2022,2023,2024",4
"OTRAS OSTEOPOROSIS, SIN FRACTURA PATOLOGICA","OTRAS OSTEOPOROSIS, SIN FRACTURA PATOLÓGICA",acento,0.99,64,2020,1
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES MASCULINOS,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES MASCULINOS,sin_cambio,1.0,64,"2021,2022,2023,2024",4
PERICONDRITIS DEL OÍDO EXTERNO,PERICONDRITIS DEL OÍDO EXTERNO,sin_cambio,1.0,64,"2021,2022,2023,2024",4
"VEJIGA NEUROPÁTICA FLÁCIDA, NO CLASIFICADA EN OTRA PARTE","VEJIGA NEUROPÁTICA FLÁCIDA, NO CLASIFICADA EN OTRA PARTE",sin_cambio,1.0,64,"2021,2022,2023,2024",4
PERFORACION DE LA MEMBRANA TIMPANICA,PERFORACION DE LA MEMBRANA TIMPANICA,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
ATRESIA DEL ESÓFAGO SIN MENCIÓN DE FÍSTULA,ATRESIA DEL ESÓFAGO SIN MENCIÓN DE FÍSTULA,sin_cambio,1.0,64,"2021,2022,2023,2024",4
HEMORRAGIA EPIDURAL,HEMORRAGIA EPIDURAL,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
ANOMALÍAS EVIDENTES DEL TAMAÑO DE LOS MAXILARES,ANOMALÍAS EVIDENTES DEL TAMAÑO DE LOS MAXILARES,sin_cambio,1.0,64,"2021,2022,2023,2024",4
HERIDAS MÚLTIPLES DEL ANTEBRAZO,HERIDAS MÚLTIPLES DEL ANTEBRAZO,sin_cambio,1.0,64,"2021,2022,2023,2024",4
ESTENOSIS CONGÉNITA DE LA VÁLVULA AÓRTICA,ESTENOSIS CONGÉNITA DE LA VÁLVULA AÓRTICA,sin_cambio,1.0,64,"2021,2022,2023,2024",4
"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES","ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES",sin_cambio,1.0,64,"2021,2022,2023,2024",4
"CICLISTA LESIONADO POR COLISIÓN CON OBJETO ESTACIONADO O FIJO, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO","CICLISTA LESIONADO POR COLISIÓN CON OBJETO ESTACIONADO O FIJO, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",sin_cambio,1.0,64,"2021,2022,2023,2024",4
DISPLASIA VULVAR LEVE,DISPLASIA VULVAR LEVE,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,sin_cambio,1.0,64,"2020,2021,2022,2023,2024",5
"INFECCIÓN DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA","INFECCIÓN DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA",sin_cambio,1.0,64,"2021,2022,2023,2024",4
"CONDUCTOR DE MOTOCICLETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO","CONDUCTOR DE MOTOCICLETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",sin_cambio,1.0,64,"2021,2022,2023,2024",4
HEPATITIS VIRAL TIPO C CRONICA,HEPATITIS VIRAL TIPO C CRÓNICA,acento,0.99,64,2020,1
OTRAS OPACIDADES VÍTREAS,OTRAS OPACIDADES VÍTREAS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
AFECCIÓN RESPIRATORIA NO ESPECIFICADA DEL RECIÉN NACIDO,AFECCIÓN RESPIRATORIA NO ESPECIFICADA DEL RECIÉN NACIDO,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"TRASTORNO MENOPÁUSICO Y PERIMENOPÁUSICO, NO ESPECIFICADO","TRASTORNO MENOPÁUSICO Y PERIMENOPÁUSICO, NO ESPECIFICADO",sin_cambio,1.0,63,"2021,2022,2023,2024",4
EMBARAZO OVÁRICO,EMBARAZO OVÁRICO,sin_cambio,1.0,63,"2021,2022,2023,2024",4
OTRA RINITIS ALERGICA ESTACIONAL,OTRA RINITIS ALÉRGICA ESTACIONAL,acento,0.99,63,2020,1
MASTITIS INFECCIOSA NEONATAL,MASTITIS INFECCIOSA NEONATAL,sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
TRASTORNOS DEL METABOLISMO DE LOS ESFINGOLIPIDOS Y OTROS TRASTORNOS POR ALMACENAMIENTO DE LIPIDOS,TRASTORNOS DEL METABOLISMO DE LOS ESFINGOLIPIDOS Y OTROS TRASTORNOS POR ALMACENAMIENTO DE LIPIDOS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
OSTEOPOROSIS EN TRASTORNOS ENDOCRINOS,OSTEOPOROSIS EN TRASTORNOS ENDOCRINOS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
QUISTE DEL COLÉDOCO,QUISTE DEL COLÉDOCO,sin_cambio,1.0,63,"2021,2022,2023,2024",4
CONJUNTIVITIS,CONJUNTIVITIS,sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
OTRAS GONARTROSIS POSTRAUMÁTICAS,OTRAS GONARTROSIS POSTRAUMÁTICAS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"SÍNDROME NEFRÍTICO RÁPIDAMENTE PROGRESIVO, NO ESPECIFICADA","SÍNDROME NEFRÍTICO RÁPIDAMENTE PROGRESIVO, NO ESPECIFICADA",sin_cambio,1.0,63,"2021,2022,2023,2024",4
"INFARTO SUBSECUENTE DEL MIOCARDIO, DE PARTE NO ESPECIFICADA","INFARTO SUBSECUENTE DEL MIOCARDIO, DE PARTE NO ESPECIFICADA",sin_cambio,1.0,63,"2021,2022,2023,2024",4
OTROS LÍQUENES PLANOS,OTROS LÍQUENES PLANOS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"TUMOR MALIGNO DE LA PIEL MIEMBRO INFERIOR, INCLUIDA LA CADERA","TUMOR MALIGNO DE LA PIEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",sin_cambio,1.0,63,"2021,2022,2023,2024",4
"LINFOMA NO HODGKIN DE CELULAS PEQUEÐAS HENDIDAS, FOLICULAR","LINFOMA NO HODGKIN DE CELULAS PEQUEÐAS HENDIDAS, FOLICULAR",sin_cambio,1.0,63,2020,1
CALCULO DEL CONDUCTO BILIAR CON COLANGITIS,CÁLCULO DE CONDUCTO BILIAR CON COLANGITIS,typo,0.988,63,2020,1
"SÍNDROME NEFRÍTICO AGUDO, OTRAS","SÍNDROME NEFRÍTICO AGUDO, OTRAS",sin_cambio,1.0,63,"2021,2022,2023,2024",4
PERICARDITIS INFECCIOSA,PERICARDITIS INFECCIOSA,sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
ARTRITIS EN OTRAS ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,ARTRITIS EN OTRAS ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,63,"2021,2022,2023,2024",4
TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRAABDOMINALES,TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRAABDOMINALES,sin_cambio,1.0,63,"2021,2022,2023,2024",4
TRAUMATISMO DEL TENDÓN Y MÚSCULO FLEXOR DE OTRO(S) DEDO(S) A NIVEL DEL ANTEBRAZO,TRAUMATISMO DEL TENDÓN Y MÚSCULO FLEXOR DE OTRO(S) DEDO(S) A NIVEL DEL ANTEBRAZO,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO, SITIO NO ESPECIFICADO","CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO, SITIO NO ESPECIFICADO",sin_cambio,1.0,63,"2021,2022,2023,2024",4
"POLIDACTILIA, NO ESPECIFICADA","POLIDACTILIA, NO ESPECIFICADA",sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
OTROS SÍNDROMES MIELODISPLÁSICOS,OTROS SÍNDROMES MIELODISPLÁSICOS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"TRASTORNO DE LA FUNCIÓN VESTIBULAR, NO ESPECIFICADO","TRASTORNO DE LA FUNCIÓN VESTIBULAR, NO ESPECIFICADO",sin_cambio,1.0,63,"2021,2022,2023,2024",4
OTRAS MALFORMACIONES CONGÉNITAS DE LA PARED ABDOMINAL,OTRAS MALFORMACIONES CONGÉNITAS DE LA PARED ABDOMINAL,sin_cambio,1.0,63,"2021,2022,2023,2024",4
OTROS TIPOS DE HIDROCÉFALO,OTROS TIPOS DE HIDROCÉFALO,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"LABIO LEPORINO, BILATERAL","LABIO LEPORINO, BILATERAL",sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
LEUCEMIA LINFOCITICA CRONICA,LEUCEMIA LINFOCITICA CRONICA,sin_cambio,1.0,63,2020,1
OTRAS SEPSIS ESTREPTOCÓCICAS,OTRAS SEPSIS ESTREPTOCÓCICAS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"ABSCESO EXTRADURAL Y SUBDURAL, NO ESPECIFICADO","ABSCESO EXTRADURAL Y SUBDURAL, NO ESPECIFICADO",sin_cambio,1.0,63,"2020,2021,2022,2023,2024",5
LIQUEN PLANO HIPERTRÓFICO,LIQUEN PLANO HIPERTRÓFICO,sin_cambio,1.0,63,"2021,2022,2023,2024",4
"TRASTORNOS DE LAS MENINGES, NO CLASIFICADOS EN OTRA PARTE","TRASTORNOS DE LAS MENINGES, NO CLASIFICADOS EN OTRA PARTE",sin_cambio,1.0,63,"2021,2022,2023,2024",4
"OTRAS MALFORMACIONES CONGÉNITAS DEL OJO, ESPECIFICADAS","OTRAS MALFORMACIONES CONGÉNITAS DEL OJO, ESPECIFICADAS",sin_cambio,1.0,63,"2021,2022,2023,2024",4
OTRAS POLINEUROPATÍAS INFLAMATORIAS,OTRAS POLINEUROPATÍAS INFLAMATORIAS,sin_cambio,1.0,63,"2021,2022,2023,2024",4
EPISODIO DEPRESIVO LEVE,EPISODIO DEPRESIVO LEVE,sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
MUCOCELE DE GLÁNDULA SALIVAL,MUCOCELE DE GLÁNDULA SALIVAL,sin_cambio,1.0,62,"2021,2022,2023,2024",4
ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA),ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA),sin_cambio,1.0,62,"2021,2022,2023,2024",4
"NEVO, NO NEOPLÁSICO","NEVO, NO NEOPLÁSICO",sin_cambio,1.0,62,"2021,2022,2023,2024",4
TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
CIFOSIS POSTURAL,CIFOSIS POSTURAL,sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
SECUELAS DE TRAUMATISMO SUPERFICIAL DE LA CABEZA,SECUELAS DE TRAUMATISMO SUPERFICIAL DE LA CABEZA,sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
"VEJIGA NEUROPÁTICA REFLEJA, NO CLASIFICADA EN OTRA PARTE","VEJIGA NEUROPÁTICA REFLEJA, NO CLASIFICADA EN OTRA PARTE",sin_cambio,1.0,62,"2021,2022,2023,2024",4
CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS,sin_cambio,1.0,62,"2021,2022,2023,2024",4
ISQUEMIA E INFARTO DEL RINON,ISQUEMIA E INFARTO DEL RIÑÓN,acento,0.99,62,2020,1
OTROS CUIDADOS POSTERIORES A LA CIRUGIA,OTROS CUIDADOS POSTERIORES A LA CIRUGIA,sin_cambio,1.0,62,"2020,2021,2023,2024",4
TUMOR MALIGNO DEL CUERPO DEL UTERO,TUMOR MALIGNO DEL CUERPO DEL UTERO,sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
"HEPATITIS CRONICA PERSISTENTE, NO CLASIFICADA EN OTRA PARTE","HEPATITIS CRÓNICA PERSISTENTE, NO CLASIFICADA EN OTRA PARTE",acento,0.99,62,2020,1
NIVEL ANORMAL DE MINERAL EN LA SANGRE,NIVEL ANORMAL DE MINERAL EN LA SANGRE,sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
ATRESIA DE LA AORTA,ATRESIA DE LA AORTA,sin_cambio,1.0,62,"2021,2022,2023,2024",4
"SOPLO CARDÍACO, NO ESPECIFICADO","SOPLO CARDÍACO, NO ESPECIFICADO",sin_cambio,1.0,62,"2021,2022,2023,2024",4
"IRIDOCICLITIS, NO ESPECIFICADA","IRIDOCICLITIS, NO ESPECIFICADA",sin_cambio,1.0,62,"2020,2021,2022,2023,2024",5
CISTITIS INTERSTICIAL (CRONICA),CISTITIS INTERSTICIAL (CRÓNICA),acento,0.99,62,2020,1
"ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN","ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN",sin_cambio,1.0,62,"2021,2022,2023,2024",4
TUMOR MALIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS,TUMOR MALIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS,sin_cambio,1.0,62,"2021,2022,2023,2024",4
ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LA NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS,typo,0.995,62,2020,1
OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FÉMUR [LEGG-CALVÉ-PERTHES],OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FÉMUR [LEGG-CALVÉ-PERTHES],sin_cambio,1.0,62,"2021,2022,2023,2024",4
"DISECCION DE ARTERIAS CEREBRALES, SIN RUPTURA","DISECCIÓN DE ARTERIAS CEREBRALES, SIN RUPTURA",acento,0.99,62,2020,1
AMPUTACION TRAUMATICA DEL PULGAR (COMPLETA) (PARCIAL),AMPUTACIÓN TRAUMÁTICA DEL PULGAR (COMPLETA) (PARCIAL),acento,0.99,62,2020,1
"OTROS TRAUMATISMOS DEL TÓRAX, ESPECIFICADOS","OTROS TRAUMATISMOS DEL TÓRAX, ESPECIFICADOS",sin_cambio,1.0,62,"2021,2022,2023,2024",4
"DIABETES MELLITUS PREEXISTENTE TIPO 1, EN EL EMBARAZO","DIABETES MELLITUS PREEXISTENTE TIPO 1, EN EL EMBARAZO",sin_cambio,1.0,61,"2021,2022,2023,2024",4
TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA,TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
OTRAS ENFERMEDADES DEL APENDICE,OTRAS ENFERMEDADES DEL APENDICE,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
TUMOR BENIGNO DEL DUODENO,TUMOR BENIGNO DEL DUODENO,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
FRACTURAS DE OTRAS PARTES DEL FEMUR,FRACTURAS DE OTRAS PARTES DEL FÉMUR,acento,0.99,61,2020,1
EXAMEN Y OBSERVACION POR OTRAS RAZONES,EXAMEN Y OBSERVACION POR OTRAS RAZONES,sin_cambio,1.0,61,"2022,2023",2
ABSCESO DEL PULMÓN SIN NEUMONÍA,ABSCESO DEL PULMÓN SIN NEUMONÍA,sin_cambio,1.0,61,"2021,2022,2023,2024",4
SÍNDROMES DE MALFORMACIONES CONGÉNITAS QUE AFECTAN PRINCIPALMENTE LA APARIENCIA FACIAL,SÍNDROMES DE MALFORMACIONES CONGÉNITAS QUE AFECTAN PRINCIPALMENTE LA APARIENCIA FACIAL,sin_cambio,1.0,61,"2021,2022,2023,2024",4
"SÍNDROME NEFRÍTICO CRÓNICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS","SÍNDROME NEFRÍTICO CRÓNICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",sin_cambio,1.0,61,"2021,2022,2023,2024",4
TUMOR MALIGNO DE LOS GANGLIOS LINFÁTICOS DE LA AXILA Y DEL MIEMBRO SUPERIOR,TUMOR MALIGNO DE LOS GANGLIOS LINFÁTICOS DE LA AXILA Y DEL MIEMBRO SUPERIOR,sin_cambio,1.0,61,"2021,2022,2023,2024",4
HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
ENFERMEDAD ATEROSCLEROTICA DEL CORAZON,ENFERMEDAD ATEROSCLERÓTICA DEL CORAZÓN,acento,0.99,61,2020,1
HIPOSPADIAS PENOSCROTAL,HIPOSPADIAS PENOSCROTAL,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,61,"2021,2022,2023,2024",4
TUMOR MALIGNO DEL HIGADO Y DE LAS VIAS BILIARES INTRAHEPATICAS,TUMOR MALIGNO DEL HIGADO Y DE LAS VIAS BILIARES INTRAHEPATICAS,sin_cambio,1.0,61,"2021,2022,2023,2024",4
TUMOR MALIGNO DEL INTESTINO DELGADO,TUMOR MALIGNO DEL INTESTINO DELGADO,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
HERIDAS QUE AFECTAN OTRAS COMBINACIONES DE LAS REGIONES DEL CUERPO,HERIDAS QUE AFECTAN OTRAS COMBINACIONES DE LAS REGIONES DEL CUERPO,sin_cambio,1.0,61,"2021,2022,2023,2024",4
"BOCIO NO TOXICO, NO ESPECIFICADO","BOCIO NO TÓXICO, NO ESPECIFICADO",acento,0.99,61,2020,1
CARDIOMIOPATÍA HIPERTRÓFICA OBSTRUCTIVA,CARDIOMIOPATÍA HIPERTRÓFICA OBSTRUCTIVA,sin_cambio,1.0,61,"2021,2022,2023,2024",4
HEMORRAGIA INTRAENCEFALICA,HEMORRAGIA INTRAENCEFALICA,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
DERMATITIS DEBIDA A INGESTIÓN DE ALIMENTOS,DERMATITIS DEBIDA A INGESTIÓN DE ALIMENTOS,sin_cambio,1.0,61,"2021,2022,2023,2024",4
COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN TRASTORNOS DE LOS DISCOS INTERVERTEBRALES (M50-M51┐),COMPRESIONES DE LAS RAÍCES Y PLEXOS NERVIOSOS EN TRASTORNOS DE LOS DISCOS INTERVERTEBRALES,typo,0.9424,61,2020,1
OTRAS OTOSCLEROSIS,OTRAS OTOSCLEROSIS,sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
LINFOMA FOLICULAR GRADO II,LINFOMA FOLICULAR GRADO II,sin_cambio,1.0,61,"2021,2022,2023,2024",4
"OTROS TRAUMATISMOS ESPECIFICADOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS","OTROS TRAUMATISMOS ESPECIFICADOS DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS",sin_cambio,1.0,61,"2021,2022,2023,2024",4
HIDROCÉFALO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,HIDROCÉFALO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,61,"2021,2022,2023",3
EPIDERMÓLISIS BULLOSA SIMPLE,EPIDERMÓLISIS BULLOSA SIMPLE,sin_cambio,1.0,61,"2021,2022,2023,2024",4
"ARTERITIS CEREBRAL, NO CLASIFICADA EN OTRA PARTE","ARTERITIS CEREBRAL, NO CLASIFICADA EN OTRA PARTE",sin_cambio,1.0,61,"2020,2021,2022,2023,2024",5
